,codes,country,year_1st,year_2nd,1st_2nd_tfidf,1st_current_tfidf,1st_2nd_lda,1st_current_lda,1st_2nd_use,1st_current_use,years_const,years_1st_const,change_1st_2nd_adj_tfidf,change_1st_2nd_adj_lda,change_1st_2nd_adj_use,change_1st_curr_adj_allyears_tfidf,change_1st_curr_adj_allyears_lda,change_1st_curr_adj_allyears_use,1870_ahdi,1880_ahdi,1890_ahdi,1900_ahdi,1913_ahdi,1925_ahdi,1929_ahdi,1933_ahdi,1938_ahdi,1950_ahdi,1955_ahdi,1960_ahdi,1965_ahdi,1970_ahdi,1975_ahdi,1980_ahdi,1985_ahdi,1990_ahdi,1995_ahdi,2000_ahdi,2005_ahdi,2007_ahdi,2010_ahdi,2015_ahdi
102,LSO,Malawi,1964,1966.0,0.16220415,0.18620610000000004,0.3433643909213828,0.6878630373186827,0.06391370890433878,0.051143768629027586,58,2.0,0.081102075,0.1716821954606914,0.03195685445216939,0.0032104500000000005,0.011859707539977287,0.0008817891142935791,0.01705305876727034,0.01705305876727034,0.021787103127976014,0.04455477246583324,0.05729070226210987,0.06386610028732105,0.06779688585248465,0.06994513092363228,0.07832964692297227,0.097632976423014,0.10678975702659031,0.1160684462786008,0.14073605169619435,0.1447126056907452,0.15703014389398254,0.17229520418008087,0.1818411519130055,0.20869723723872727,0.24089448042347966,0.2294503838174341,0.27203226480479337,0.25356200090713044,0.27892675505712927,0.2876569926493867
103,LBR,Malaysia,1957,,,,,,,,65,65.0,,,,,,,0.04156987943327779,0.04137845510252207,0.04290978080770008,0.04585170097585906,0.06971876571561506,0.0713903670693742,0.07525063140499973,0.07448503996108938,0.08336974239098308,0.082513356724244,0.08925923333813358,0.09766368227894802,0.10881040815190891,0.12001798038114175,0.1432486304959826,0.11183380893322302,0.14382473002733648,0.13043550255109443,0.13653979623832474,0.1809930474775605,0.2161980799411885,0.25986251930225945,0.2699909656956001,0.28293046191692356
104,LBY,Maldives,1998,2008.0,0.02017329999999995,0.02017329999999995,0.2783459032574379,0.2783459032574379,0.06621285386104359,0.06621285386104359,24,10.0,0.002017329999999995,0.027834590325743792,0.006621285386104359,0.0008405541666666646,0.011597745969059913,0.002758868910876816,0.01649682382564974,0.016608214426791976,0.016920935752477363,0.018242845092498582,0.020617969606069604,0.023533850811202604,0.02651816185360469,0.03240581450389873,0.03034262523281468,0.06603980178186557,0.08429877942571637,0.09866392921325455,0.1258105736332305,0.10199226415308034,0.11657342794385062,0.15610478235973974,0.17282169004012368,0.18497415287018162,0.20299146933602805,0.21677353135137686,0.22940883219475558,0.22702351719054462,0.2488504005911198,0.28959077182251364
105,LIE,Mali,1969,1974.0,0.3211446,0.5562867,0.1570453903132617,0.2748768389780407,0.04717669580306638,0.10818869127587194,53,5.0,0.06422892,0.03140907806265234,0.009435339160613277,0.010495975471698114,0.005186355452415863,0.0020412960618089045,,,,,,,,,,,,,,,,,,,,,,,,
106,LTU,Malta,1964,,,,,,,,58,58.0,,,,,,,,,,,,,,,,,,,,,,0.21555241909144598,0.2305648878868689,0.5261963359530474,0.5079149127766881,0.5437330191620053,0.5665505035710879,0.5741744371264351,0.6042037246785804,0.6601403023072117
107,LUX,Marshall Islands,1979,,,,,,,,43,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,MKD,Mauritania,1961,1978.0,0.6319351,0.58581632,0.4219162179097012,0.562861644202664,0.046834853349241645,0.09032801352985143,61,17.0,0.03717265294117647,0.024818601053511833,0.0027549913734848026,0.009603546229508196,0.009227240068896131,0.0014807871070467446,,,,,,,,,,,,,,,,,,,,,,,,
109,MDG,Mauritius,1968,,,,,,,,54,54.0,,,,,,,0.025451828910423257,0.02752343348777403,0.02893205426487894,0.04724739350084541,0.05463895075854663,0.05952654214020672,0.06298135936833298,0.06560292548220585,0.07002275118598085,0.08729225257268357,0.09671691586799082,0.10788508784189542,0.12366200182627157,0.13132937303016418,0.12994787333810526,0.13175336935664306,0.14085202635911667,0.1467510324894296,0.20875966696685413,0.2101465492035395,0.21728804866766566,0.2380306083125825,0.19101515375960465,0.2615980964593878
110,MWI,Mexico,1824,1836.0,0.54731816,0.5482378299999999,0.5020273947782926,0.5111385871348187,0.07026296421396283,0.10413019017664049,198,12.0,0.04560984666666667,0.04183561623152438,0.005855247017830236,0.002768877929292929,0.002581508015832418,0.0005259100513971742,0.02417788795304248,0.02417788795304248,0.02417788795304248,0.03181989002307635,0.0344044266554181,0.03709818775172032,0.03810492751323644,0.04201945761538305,0.04520105087387034,0.0487585067702842,0.0570177769760034,0.06538736733639698,0.08156191630004486,0.08593222523306171,0.0987934324711074,0.1092039041742337,0.11770450913656792,0.12392943892560328,0.20926436263740777,0.21523700214635505,0.21942247633544504,0.21848132089213226,0.24545005397052438,0.2704784945392285
111,MYS,Micronesia,1981,,,,,,,,41,41.0,,,,,,,0.0360799011093218,0.03721893910187414,0.038358267817961526,0.044622104054225405,0.05268626597169051,0.058558183307992076,0.07074046970965726,0.0832041650033123,0.0909783525185418,0.13123597269508064,0.16013779641692202,0.1824412736390156,0.2036530959711895,0.20857907038566423,0.2547876775279111,0.2838488957510471,0.30310982022466343,0.3099119272750077,0.34110804640360465,0.3610751032399743,0.39350732323451487,0.3969252787462408,0.4141386722339212,0.41741070658335255
112,MDV,Moldova,1978,1994.0,0.9976256217,0.9976256217,0.8108473990482453,0.8108473990482453,0.06204375829361364,0.06204375829361364,44,16.0,0.06235160135625,0.05067796244051533,0.0038777348933508524,0.02267330958409091,0.018428349978369212,0.0014100854157639462,,,,,,,,,,,,,,,,,,,,,,,,
113,MLI,Monaco,1962,,,,,,,,60,60.0,,,,,,,0.01807215581300339,0.017930209211047744,0.01799379232892968,0.02383887732542812,0.02437490681119285,0.024273391581549123,0.025938107710281804,0.02997261915026788,0.03288441576890576,0.04261057001199014,0.046587628720507174,0.06724874965611118,0.07003215812478546,0.06377505567994414,0.07653591274015326,0.09012988850998073,0.09772331898471504,0.1026437998744053,0.1423180289527627,0.14732076437726138,0.17675055002079715,0.1631977468862135,0.18767008958090398,0.21042746406182816
114,MLT,Mongolia,1924,1940.0,0.892444424,0.955205906,0.3259062456340755,0.6849381224675295,0.12427614993237723,0.15288965061429804,98,16.0,0.0557777765,0.02036914035212972,0.007767259370773577,0.009746999040816327,0.006989164514974791,0.0015600984756561024,,,,,,,,,,0.26626858807731824,0.2905099863198869,0.24353040377925445,0.32681651559463176,0.36139119965460703,0.38745184456447357,0.4097179921754686,0.43615112679938456,0.4892608638160497,0.5238124346622649,0.556394204507531,0.5809986483915043,0.5762553994187993,0.5995182619443726,0.6320356478397733
115,MHL,Montenegro,1905,1992.0,0.84859242,0.8366929,0.8247713523522072,0.8202150196102956,0.11370926262786563,0.1010909685779311,117,87.0,0.009753935862068965,0.00948013048680698,0.0013070030187110992,0.007151221367521367,0.00701038478299398,0.0008640253724609495,,,,,,,,,,,,,,,,,,,,,,,,
116,MRT,Morocco,1962,1970.0,0.45373889999999995,0.52116936,0.2840955550724213,0.5632507823899715,0.04193180918883799,0.14965654103832216,60,8.0,0.05671736249999999,0.03551194438405266,0.005241476148604748,0.008686156,0.009387513039832858,0.002494275683972036,0.025063300410828278,0.026627406335921335,0.028351562794177776,0.04863789242856915,0.05244533159742804,0.05426189350900698,0.056505674229432805,0.06406409901156482,0.0718661608095735,0.08437575692006856,0.09028128720796594,0.11142959885556752,0.11295446411853916,0.12143139598552637,0.128931863516929,0.11493723915313366,0.12090922723209686,0.12296754302509717,0.16436034131718058,0.1783584405319697,0.17141873402314722,0.21385054198184622,0.23147118150302687,0.2225684150987893
117,MUS,Mozambique,1975,1990.0,0.27595294000000004,0.84001017,0.3676422630726549,0.4879383561644892,0.15275468700116268,0.22889705320534326,47,15.0,0.01839686266666667,0.02450948420484366,0.010183645800077513,0.017872556808510638,0.010381667152435941,0.004870150068198793,0.038679963013233454,0.039635157047165824,0.040537739187811256,0.08841490746415866,0.09982558232372077,0.10812421002204803,0.11531580461966869,0.11752030126883155,0.12515475168455245,0.19795140535435035,0.21998417745602508,0.2373638883264348,0.2540472738488816,0.31273836686356515,0.3365545835870421,0.3738244186632546,0.4043001606234826,0.427960256024594,0.453104795996053,0.47124488719660074,0.48794265791874497,0.4723785422749235,0.49293665368153156,0.5468577837446359
118,MEX,Myanmar,1947,1962.0,0.6414186,0.983304482,0.6659218506784514,0.8022149626158889,0.3081018992564276,0.10787741173055387,75,15.0,0.04276124,0.044394790045230094,0.020540126617095176,0.013110726426666667,0.010696199501545186,0.0014383654897407183,0.05497659056121404,0.055751818317260345,0.06186701788498541,0.06133759647939087,0.06564501053814559,0.10011249497975974,0.09403558195982438,0.09899739628243649,0.11430497512362923,0.14883647809446382,0.17431425603150838,0.1845213753907705,0.1977049044053919,0.21153780749089615,0.2295174226035284,0.2568233370915177,0.28547794582117253,0.3238808640066966,0.3780289605171165,0.4447766045386459,0.48182736870775755,0.46592034498491036,0.47655816717353994,0.47630961053169285
119,FSM,Namibia,1990,,,,,,,,32,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,MDA,Nauru,1968,,,,,,,,54,54.0,,,,,,,,,,,,,,,,,,,,,,0.1992844859572179,0.2138225124929175,0.3947268128907539,0.39520627936245256,0.40847004775088225,0.40470550649480175,0.40990964102001043,0.4489518229413696,0.509506942268697
121,MCO,Nepal,1948,1959.0,0.88603003,0.83509955,0.5552964427474778,0.3608689148049265,0.0915864319926476,0.23072081535598432,74,11.0,0.08054818454545455,0.050481494795225255,0.008326039272058872,0.011285129054054054,0.004876606956823331,0.0031178488561619503,,,,,,,,,,,,,,,,,,,,,,,,
122,MNG,Netherlands,1795,1815.0,0.98284872,0.98284872,0.733811101107819,0.733811101107819,0.32859160325384795,0.32859160325384795,227,20.0,0.049142436,0.03669055505539095,0.016429580162692397,0.004329730044052863,0.003232648022501405,0.0014475401024398589,,,,,,,,,,0.07779102150681146,0.09811767105976107,0.1122189977823425,0.12840669181579173,0.139963549429529,0.1665167756362837,0.1795842808292425,0.19435290621025775,0.26670872505013093,0.3539328647070336,0.35905472418368756,0.3844930667271883,0.39321072076125246,0.41809156541121284,0.436400868214758
123,MNE,New zealand,1852,,,,,,,,170,170.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,MAR,Nicaragua,1858,1893.0,0.57017142,0.74367234,0.1832512237265972,0.6720473046370712,0.010886710132475219,0.08684611184159419,164,35.0,0.016290612,0.005235749249331349,0.0003110488609278634,0.00453458743902439,0.004097849418518726,0.000529549462448745,0.026427504660476945,0.026479400787867046,0.026575563799814184,0.02892491979093346,0.03694072480691136,0.04094905116775961,0.04463233304364483,0.0468967157002747,0.04875069777765517,0.06479573548871029,0.07087665301182663,0.0894415053010509,0.11251446224739092,0.12082707472550822,0.1282716714831277,0.16123151626488275,0.17999220850101205,0.20309353574208094,0.22827626978838367,0.2512026341653132,0.27302391641860024,0.27878424089775955,0.2934954181593901,0.3222525267841064
125,MOZ,Niger,1960,1989.0,0.89508546,0.73904103,0.5699860147801724,0.7431631802567448,0.04217074801526055,0.1512387380966288,62,29.0,0.030865015862068964,0.01965469016483353,0.0014541637246641569,0.011920016612903225,0.011986502907366851,0.002439334485429497,0.020740607078747152,0.020783317694905858,0.020877085372788148,0.026498150019302176,0.0277203577997543,0.02688497908661639,0.0313609546354925,0.034548830477667006,0.03916447227636596,0.04120817366113985,0.047814030136931356,0.05225316226681347,0.060566246313292944,0.06471803611900852,0.08568392511576278,0.08643335472234512,0.0963838495797695,0.12248202167248677,0.16814457939244742,0.19287619114504326,0.18863160971101295,0.1629195863760521,0.20468486702303837,0.2424060670567199
126,MMR,Nigeria,1960,1963.0,0.030000899999999997,0.2395039,0.0515392113602937,0.4167833363587415,0.0071578551302790006,0.07166519637525637,62,3.0,0.010000299999999998,0.0171797371200979,0.0023859517100930003,0.0038629661290322578,0.006722311876753895,0.0011558902641170383,0.025692889827598615,0.026184076157012733,0.03868102638727852,0.050389825092253655,0.06693911216331512,0.08339129293364093,0.08762533857123225,0.09131313587974697,0.09432280459920571,0.10601874240443829,0.14356703432542475,0.15339903375438804,0.08368109653945267,0.08920015652736661,0.10344430752584784,0.12835615722468235,0.1383949467347429,0.12347742044034217,0.12268004373633543,0.13027228149421222,0.13911084948315686,0.12640511477642416,0.16620337838883872,0.23630638776609067
127,NAM,North Korea,1948,1972.0,0.77503286,0.47612980000000005,0.1837521032453043,0.2256352176756665,0.05273526816059082,0.09127517086761838,74,24.0,0.03229303583333334,0.007656337635221013,0.0021973028400246175,0.006434186486486487,0.0030491245631846823,0.001233448254967816,0.020300501546616025,0.02075353460046956,0.027241511129791677,0.04704409345148466,0.06184314538279414,0.06794421014019802,0.07885997854274465,0.08090082725105419,0.0867981615043905,0.11047880677563184,0.11997287421883746,0.12895882130583608,0.14537678384516162,0.15182833898055006,0.16444256984092917,0.18817930146076708,0.20822344876319213,0.33047251044507475,0.35219228376159445,0.33644682958828315,0.33861155492318,0.368261241199138,0.35633698497214766,0.3899302025453239
128,NRU,Norway,1814,,,,,,,,208,208.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,NPL,Oman,1996,,,,,,,,26,26.0,,,,,,,0.022805814463953567,0.023091163464834565,0.020881038629102455,0.021082934095297035,0.020966924509048083,0.024402308509412312,0.025429176268943633,0.027337166087713624,0.02862083244353483,0.041727568675342275,0.05572552914518381,0.06932583445389615,0.06920124740351352,0.07819163460599865,0.08717461649424198,0.10213411548070517,0.12068781215432886,0.14894745540725668,0.20117403982102194,0.2232163960500777,0.20445070919594394,0.22699849005507905,0.29366854544928783,0.3082920344073227
130,NLD,Pakistan,1956,1962.0,0.14577967000000003,0.1445826,0.1090214883171522,0.0477382573813698,0.013156904758496402,0.008969030610436968,66,6.0,0.024296611666666672,0.0181702480528587,0.0021928174597494,0.002190645454545455,0.0007233069300207546,0.00013589440318843892,0.2208527529421962,0.2345507704143382,0.25669082990642084,0.2786503847439108,0.32239481177810514,0.3878836302270888,0.3881517904291651,0.40541351433680334,0.41518437888980736,0.45646274589115593,0.47479997241850724,0.5031106376133119,0.5185289458555556,0.5463747664185573,0.5693790205729574,0.5980756279081382,0.6175850953784412,0.6318761322800637,0.650488539248869,0.6686167930693535,0.6890351675008053,0.6894957687415882,0.7195408489007697,0.7465355329862476
131,NZL,Palau,1981,,,,,,,,41,41.0,,,,,,,0.23977869013763076,0.26418967550749717,0.28437805131166843,0.3189748951896998,0.35774058308607387,0.40174667240539463,0.4149595909580471,0.4110949282393879,0.43709981898993455,0.47258082690853587,0.48855136351556055,0.5040289768456347,0.5095749633786334,0.5329559380697342,0.5590249053765898,0.5755802991492976,0.5970174646591406,0.6163865195181357,0.6419647735526319,0.685846622511023,0.7345562970872999,0.6826480044895594,0.7360896071635853,0.7610786168928483
132,NIC,Panama,1904,1940.0,0.39374864,0.4996174,0.4247056516763959,0.5404719295887913,0.050996769580844425,0.0868737777947648,118,36.0,0.010937462222222222,0.01179737921323322,0.001416576932801234,0.004234045762711865,0.00458027058973552,0.0007362184558878372,0.05084708562867619,0.03916407297767096,0.05349932432346802,0.0595380720534364,0.05900786559836214,0.06736531874263549,0.06962083527485645,0.06929175300649276,0.07364589274182508,0.09149512203661976,0.10195860437185573,0.1114456606004241,0.12219737588475975,0.12867137544986407,0.14281803502439647,0.1792063140939585,0.2227901254447526,0.289810247441007,0.3338638709047206,0.33609825845746516,0.3620761924825002,0.30397979797345115,0.3256047300753927,0.2889016045171823
133,NER,Papua New Guinea,1975,,,,,,,,47,47.0,,,,,,,0.01898104960621196,0.018858792996902442,0.01891349164940569,0.020381934908466008,0.018990683870638896,0.030825797879665974,0.03271315551822396,0.03691853704997253,0.04149500702243649,0.04268393122764871,0.04445823405472566,0.05181810512107387,0.055678239078034444,0.05901426142008185,0.06205911487995302,0.0728174154764682,0.07777833338032998,0.10602721653090226,0.12795312082981414,0.1335548353087728,0.14767354381156067,0.15882533086588704,0.12848529080195406,0.19717153595131043
134,NGA,Paraguay,1813,1844.0,0.80957755,0.9216653850000001,0.6453213328572128,0.8312122451124416,0.275620743719025,0.5029965022166588,209,31.0,0.026115404838709676,0.02081681718894235,0.008890991732871775,0.004409882224880383,0.003977092081877711,0.0024066818287878412,0.019228065916601655,0.019109785699926125,0.019073960428069588,0.019130451978493154,0.030601132536546293,0.035527058308043355,0.03602672723904148,0.03747965171054394,0.052246707509440805,0.06833463161948458,0.08911038863788939,0.11085053696319712,0.11585416067495519,0.10165106454907007,0.10819720341995018,0.14514054120973233,0.11760547898493448,0.13187239449981056,0.13255644507039932,0.20367833974255498,0.21546046174004427,0.22623501061609802,0.23193959173458875,0.2864227078638309
135,PRK,Peru,1822,1823.0,0.55195415,0.8385531900000001,0.4077143686257523,0.7302953340849626,0.3867030993338407,0.5232621873354164,200,1.0,0.55195415,0.4077143686257523,0.3867030993338407,0.00419276595,0.003651476670424813,0.002616310936677082,,,,,,,,,,,,,,,,,,,,,,,,
136,NOR,Philippines,1899,1935.0,0.63245398,0.8453361699999999,0.4813724331119937,0.4805483558271027,0.05665845725516361,0.08833055599517758,123,36.0,0.01756816611111111,0.013371456475333159,0.0015738460348656558,0.006872651788617886,0.003906897201846364,0.0007181346015868096,0.24164243494601034,0.24674871665909145,0.25659132916557637,0.28160048455552017,0.3246754135200937,0.37426730054589674,0.37601082863587226,0.3922485768666312,0.41142350026134583,0.4645295504233523,0.49351015291925393,0.5245958954282688,0.5498587421102571,0.5759780502956047,0.6013758381416247,0.6395768511005412,0.6556055993213517,0.6833839556897343,0.7099655145663172,0.7320673563190326,0.7571414844407678,0.7737403634046941,0.7741312770258273,0.7998339573344841
137,OMN,Poland,1921,1935.0,0.960284915,0.19456530000000005,0.2905199322436339,0.4979269593929384,0.021293041047382832,0.13705906797598955,101,14.0,0.06859177964285715,0.02075142373168814,0.001520931503384488,0.0019263891089108915,0.004929969894979588,0.0013570204750097976,0.0205905137552904,0.02074297059365674,0.020892138085260182,0.021038177208404837,0.02226124080079054,0.023210494526065203,0.02949796012116944,0.03167048475223819,0.03219886158005235,0.05110801318496544,0.06380942922465868,0.06765412279864488,0.07632768767544831,0.1125089528311221,0.13219828152401425,0.1639701047817179,0.1838063214254566,0.21093497239371006,0.24341677482044055,0.2627672634785437,0.30870472137585075,0.3259537154553371,0.32378236372117297,0.33421591033269965
138,PAK,Portugal,1911,1976.0,0.6624356499999999,0.6624356499999999,0.8150825903883638,0.8150825903883638,0.16280580607599515,0.16280580607599515,111,65.0,0.01019131769230769,0.012539732159820982,0.002504704708861464,0.005967888738738738,0.0073430863998951695,0.001466718973657614,,,,,,,,,,0.10697897299561926,0.11316305302838257,0.10112150499246805,0.126047895308774,0.1206301627782318,0.1508018598824434,0.1328840310426844,0.1628408000158233,0.22073208406279882,0.23329196896693055,0.20206342402793184,0.2741919998237354,0.2696729152422702,0.2951652744972285,0.28833989631152523
139,PLW,Qatar,2003,,,,,,,,19,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PAN,Romania,1948,1952.0,0.910497904,0.9936541156,0.4667508090604237,0.8321897687032318,0.055698516329678815,0.1497859474125114,74,4.0,0.227624476,0.11668770226510593,0.013924629082419704,0.01342775831891892,0.011245807685178808,0.002024134424493397,,,,,,,,,,0.2021720675948363,0.2207514102911914,0.24617795217225502,0.2526524271752416,0.21194242967492466,0.22900425311790262,0.250466345380502,0.2621823176912945,0.37210578094589736,0.46779847750834047,0.4853519332376511,0.5008633978068964,0.5127804437960651,0.5210221346127994,0.5600125653005099
141,PNG,Russia,1905,1918.0,0.8263678999999999,0.6705097,0.7342642436816653,0.7121900068157782,0.188916078931339,0.22749051398442255,117,13.0,0.06356676153846154,0.05648186489858964,0.01453200607164146,0.005730852136752136,0.006087094075348532,0.001944363367388227,,,,,,,,,,,,,,,,,,,,,,,,
142,PRY,Rwanda,1962,1978.0,0.6141721600000001,0.39607349999999997,0.4903372850347456,0.723698127877414,0.03811156821151285,0.12388819918441663,60,16.0,0.038385760000000005,0.0306460803146716,0.002381973013219553,0.006601225,0.012061635464623568,0.0020648033197402773,,,,,,,,,,0.15825484313697152,0.14943574147193553,0.1417049558117056,0.1646453703437283,0.16793444886086303,0.17830031839046587,0.19306691359753644,0.2005847478473927,0.30180774288189705,0.35524397789970213,0.36389231179119674,0.3931240026749769,0.3954640248853026,0.420133684567092,0.421513321177996
143,PER,Saint Kitts and Nevis,1983,,,,,,,,39,39.0,,,,,,,,,,,0.0748915493813402,0.0846585450923355,0.09295767072652676,0.0915662557813655,0.09908554586730993,0.11308810941814157,0.1314725019469509,0.20544691929613046,0.23901691600454003,0.1505413364690495,0.1689077672015016,0.2205776316305186,0.3408580255297806,0.3491753739912885,0.2784593348850944,0.32692212417033595,0.4823725442261604,0.4827601471887301,0.48431241378135914,0.5044560587059237
144,PHL,Saint Lucia,1978,,,,,,,,44,44.0,,,,,,,0.021083076079436457,0.022584566980941367,0.02366594774776189,0.044262574066599954,0.08532176260213212,0.10932412799735686,0.11805910538409417,0.12474450721743555,0.13993737408204834,0.17852389994506626,0.21006752477814947,0.22138140130038778,0.23310382176767677,0.24013984054337886,0.1627277318071701,0.190356876528012,0.1994947215286665,0.35466139552544435,0.37224819548917437,0.3949622074329046,0.3727156001429737,0.38922112138216697,0.4087118185203463,0.422600221205738
145,POL,Saint Vincent and the Grenadines,1979,,,,,,,,43,43.0,,,,,,,0.07825021390112497,0.07688355826800061,0.0761016823167736,0.08340839009422853,0.11659289699163015,0.2196900058498254,0.18459029237141247,0.17916673384063966,0.19197384906653556,0.179017721732571,0.19921181010150305,0.23346133203057126,0.24996515915959527,0.2593488617418553,0.28208760772698155,0.2874891256069823,0.29086006562177724,0.40918162492640864,0.4920043218921659,0.5250362019649338,0.5536918005160513,0.6070222344697683,0.5822775046871308,0.6605535968207233
146,PRT,Samoa,1962,,,,,,,,60,60.0,,,,,,,0.08113467820116327,0.09511850105491795,0.11309630728001441,0.1238828653060381,0.14382324150051146,0.14836461375586105,0.1258544268834131,0.12950070139885006,0.13093773088918242,0.15310564855911982,0.1661094009244074,0.17972828352000392,0.1948792618371168,0.2112065791404264,0.29222212534926456,0.43829321946095184,0.45476859705117334,0.47561858700187587,0.5034927486656402,0.5337624844926778,0.5551421346977445,0.5600125510248362,0.587246832078343,0.618656174816358
147,QAT,Sao Tome and Principe,1975,,,,,,,,47,47.0,,,,,,,0.028653323284824964,0.028865478995391967,0.029073057320600178,0.029276282274451598,0.03607417073712038,0.039174457990406954,0.05192034776414038,0.057092568725685036,0.05966506957576008,0.13023577540788453,0.14455294668958463,0.16149821876657205,0.1780408897116717,0.2006080400429023,0.22457258916661565,0.2267717938061701,0.2255628122242578,0.23776980230588105,0.25355352867587166,0.26810902030306993,0.3001580820856979,0.3030033841742976,0.32170064147522764,0.3607395168749549
148,VNM,Saudi Arabia,1926,1992.0,0.61926216,0.61926216,0.6221168776110879,0.6221168776110879,0.10964881167540486,0.10964881167540486,96,66.0,0.00938276,0.009426013297137695,0.001661345631445528,0.0064506475,0.0064803841417821655,0.0011421751216188006,,,,,,,,,,,,,,,,,,,,,,,,
149,ROU,Senegal,1963,2001.0,0.41385510000000003,0.41385510000000003,0.5462124216697514,0.5462124216697514,0.03899271318511077,0.03899271318511077,59,38.0,0.010890923684210527,0.014374011096572404,0.0010261240311871256,0.007014493220338983,0.009257837655419515,0.0006608934438154368,0.06454318906358303,0.07192443856727862,0.08173556836515959,0.10015401665614841,0.1375923741136368,0.14473601052021826,0.1542576282501206,0.15900938207774143,0.16129884350346235,0.1528933709143748,0.16598819660198091,0.1823114506224615,0.20071038436570646,0.21021856307057313,0.22609505258971718,0.23078531543381128,0.23843563276094543,0.3241942034304213,0.41666638289296337,0.43257849355738237,0.4673122511676563,0.4852953147595252,0.4978775288111146,0.5375252061421165
150,RUS,Seychelles,1979,1993.0,0.14310250000000002,0.14310250000000002,0.2703033666225354,0.2703033666225354,0.08953288709990403,0.08953288709990403,43,14.0,0.010221607142857145,0.0193073833301811,0.0063952062214217165,0.00332796511627907,0.006286124805175242,0.0020821601651140474,0.06888307704205543,0.0659098517452711,0.06643726753211249,0.06978716053579181,0.0968508530097517,0.0839067645998583,0.08864983433199118,0.09445851324226619,0.1018955948318128,0.1274001117994933,0.1606331792227847,0.18059884092898323,0.18881383228266585,0.19520244159278952,0.19966565222247973,0.21629555843867615,0.22833979815634986,0.31552478259967925,0.37689043817334866,0.3577579669565766,0.35179178543223855,0.362675595957874,0.3849998117906164,0.373441819796021
151,RWA,Sierra Leone,1961,1978.0,0.110186,0.12124369999999995,0.3669705257143791,0.4687681830376351,0.04836474444317318,0.0734107053555898,61,17.0,0.006481529411764706,0.021586501512610535,0.0028449849672454812,0.0019876016393442614,0.007684724312092379,0.00120345418615721,0.01705305876727034,0.01705305876727034,0.01705305876727034,0.01807403170344745,0.03028372556927459,0.030685360487020995,0.03616810774806542,0.03874091790716414,0.03962403450428777,0.051774668411121556,0.05819118622148026,0.08028737368147311,0.10281368345512101,0.11069646316041908,0.10605857921629783,0.12320214461101002,0.13423285783425537,0.11335944115820193,0.09690179672775501,0.13723449958872688,0.16532624002959778,0.16812850117384107,0.18307872681076334,0.22382557842141346
152,KNA,Singapore,1958,,,,,,,,64,64.0,,,,,,,,,,,,,,,,0.2284697859950576,0.2794395258356289,0.3109433394316715,0.31933849952281285,0.3604999249289182,0.3803314727380915,0.39217951891543484,0.4023063754712542,0.4360883700058357,0.4477225954898259,0.4728107923357947,0.48744605797575896,0.4859024302032953,0.49632222876622406,0.5049338782310454
153,LCA,Slovakia,1992,,,,,,,,30,30.0,,,,,,,,,,,,,,,,0.18531154320219048,0.22399275838716676,0.24478314517845312,0.25861961844361675,0.29647695765452153,0.31701362002709454,0.34706583190622503,0.3737610529528696,0.416721863803524,0.42605710326643875,0.44319992227647814,0.4648051287960201,0.46913660243014393,0.4757033803099461,0.5067454580666746
154,VCT,Slovenia,1991,,,,,,,,31,31.0,,,,,,,,,,,,,,,,0.2149180546831567,0.25689913019436666,0.3019976240620266,0.3123467938625825,0.35286231631965487,0.3683795993271804,0.38869277596249635,0.403422456918365,0.4374297196634302,0.4429032325260472,0.4616385363987439,0.4754040100811397,0.47644825271797375,0.48562563286537075,0.49126042866832026
155,WSM,Solomon Islands,1978,,,,,,,,44,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,STP,Somalia,1960,1979.0,0.69543922,0.85822763,0.6530863024915197,0.766160038432351,0.04967293685362961,0.13037253795744974,62,19.0,0.036602064210526315,0.03437296328902735,0.002614365097559453,0.013842381129032258,0.01235741997471534,0.0021027828702814473,,,,,,,,,,0.0553581141076513,0.061367040762702656,0.07137927959126666,0.0885225270382883,0.10260624291393626,0.14272738993559553,0.16710398426092127,0.18610640609516826,0.2095467133991457,0.2811967409946401,0.2951683209449263,0.30686904512616975,0.308912233517999,0.32254372966508527,0.3487468450472256
157,SAU,South Africa,1961,1983.0,0.3971762,0.54476687,0.315988571084051,0.5395346522617532,0.028679087413782778,0.1598313746810569,61,22.0,0.018053463636363634,0.014363116867456864,0.0013035948824446717,0.008930604426229508,0.008844830364946774,0.0026201864701812607,0.022986853635293878,0.023101797231277182,0.023215050278049848,0.023326669677962472,0.0321976210232064,0.03473965275899435,0.05075558335234833,0.06495996765636293,0.07552444215305476,0.1051656818460655,0.11267067716944774,0.11876238310094735,0.1366996274929492,0.14739748862163793,0.16571817752070392,0.18354671366152803,0.18678533567912065,0.20114029086754417,0.20832177687249742,0.21997987410068556,0.24020003406331644,0.23202377612530653,0.25308191200227464,0.2628250653077351
