,code,country,1st_const_year,2nd_const_year,1st_2nd_tfidf,1st_current_tfidf,1st_2nd_lda,1st_current_lda,1st_2nd_use,1st_current_use,1st_2nd_stm,1st_current_stm,constitutional_time,first_regime_time,1st_2nd_tfidf_adj,1st_2nd_lda_adj,1st_2nd_use_adj,1st_2nd_stm_adj,1st_curr_tfidf_adj,1st_curr_lda_adj,1st_curr_use_adj,1st_curr_stm_adj
95,LBR,Liberia,1847,1986.0,0.32705693999999996,0.32705693999999996,0.5606518690289876,0.5606518690289876,0.12101164189521729,0.12101164189521729,0.3843219451241975,0.3843219451241975,175,139.0,0.00235292762589928,0.004033466683661781,0.0008705873517641532,0.002764906080030198,0.0018688967999999997,0.003203724965879929,0.0006914950965440989,0.0021961254007097
96,LBY,Libya,1951,2011.0,0.6322529299999999,0.6322529299999999,0.7195898208222641,0.7195898208222641,0.18744182560767364,0.18744182560767364,0.6514591490582016,0.6514591490582016,71,60.0,0.010537548833333332,0.011993163680371068,0.0031240304267945605,0.01085765248430336,0.008904970845070422,0.010135067898905128,0.002640025712784136,0.009175480972650727
97,LIE,Liechtenstein,1818,1921.0,0.89740256,0.89740256,0.669477398730905,0.669477398730905,0.3070696312706366,0.3070696312706366,0.6140107874954946,0.6140107874954946,204,103.0,0.008712646213592233,0.0064997805702029605,0.002981258556025598,0.005961269781509656,0.004399032156862745,0.0032817519545632595,0.0015052432905423361,0.003009856801448503
98,LTU,Lithuania,1922,1928.0,0.04304266000000001,0.06988585000000003,0.2605639645120589,0.3718328444044375,0.027023687184543177,0.11356243062991966,0.0919301752053965,0.1905146018481434,100,6.0,0.007173776666666669,0.04342732741867648,0.0045039478640905295,0.015321695867566083,0.0006988585000000003,0.003718328444044375,0.0011356243062991967,0.001905146018481434
99,LUX,Luxembourg,1868,,,,,,,,,,154,154.0,,,,,,,,
100,MKD,Macedonia,1991,,,,,,,,,,31,31.0,,,,,,,,
101,MDG,Madagascar,1975,1992.0,0.6551956800000001,0.66679227,0.3402707169193782,0.5014832074481134,0.03079593473387976,0.07296439477836203,0.4017216006634642,0.6068821119967726,47,17.0,0.03854092235294118,0.020015924524669305,0.0018115255725811624,0.023630682391968482,0.014187069574468084,0.010669855477619433,0.0015524339314545112,0.01291238536163346
102,MWI,Malawi,1964,1966.0,0.16263187,0.19256604,0.3433643909213828,0.6878630373186827,0.06391370890433878,0.051143768629027586,0.4871170365074708,0.6087485508812166,58,2.0,0.081315935,0.1716821954606914,0.03195685445216939,0.2435585182537354,0.0033201041379310346,0.011859707539977287,0.0008817891142935791,0.010495664670365803
103,MYS,Malaysia,1957,,,,,,,,,,65,65.0,,,,,,,,
104,MDV,Maldives,1998,2008.0,0.020347829999999956,0.020347829999999956,0.2783459032574379,0.2783459032574379,0.06621285386104359,0.06621285386104359,0.3240621720462449,0.3240621720462449,24,10.0,0.0020347829999999957,0.027834590325743792,0.006621285386104359,0.032406217204624485,0.0008478262499999981,0.011597745969059913,0.002758868910876816,0.01350259050192687
105,MLI,Mali,1969,1974.0,0.31014640000000004,0.5432845,0.1570453903132617,0.2748768389780407,0.04717669580306638,0.10818869127587194,0.1674803379360419,0.2014834104549055,53,5.0,0.062029280000000006,0.03140907806265234,0.009435339160613277,0.03349606758720838,0.010250650943396226,0.005186355452415863,0.0020412960618089045,0.003801573782168028
106,MLT,Malta,1964,,,,,,,,,,58,58.0,,,,,,,,
107,MHL,Marshall Islands,1979,,,,,,,,,,43,43.0,,,,,,,,
108,MRT,Mauritania,1961,1978.0,0.6332926999999999,0.5866491,0.4219162179097012,0.562861644202664,0.046834853349241645,0.09032801352985143,0.2693822023981336,0.3180009137657905,61,17.0,0.03725251176470588,0.024818601053511833,0.0027549913734848026,0.015846011905772565,0.009617198360655738,0.009227240068896131,0.0014807871070467446,0.005213129733865418
109,MUS,Mauritius,1968,,,,,,,,,,54,54.0,,,,,,,,
110,MEX,Mexico,1824,1836.0,0.55711657,0.6278430500000001,0.5020273947782926,0.5111385871348187,0.07026296421396283,0.10413019017664049,0.408443391208764,0.6609651725460612,198,12.0,0.046426380833333336,0.04183561623152438,0.005855247017830236,0.034036949267397,0.0031709244949494953,0.002581508015832418,0.0005259100513971742,0.0033382079421518246
111,FSM,Micronesia,1981,,,,,,,,,,41,41.0,,,,,,,,
112,MDA,Moldova,1978,1994.0,0.9976176627,0.9976176627,0.8108473990482453,0.8108473990482453,0.06204375829361364,0.06204375829361364,0.8310721108874821,0.8310721108874821,44,16.0,0.06235110391875,0.05067796244051533,0.0038777348933508524,0.05194200693046763,0.022673128697727273,0.018428349978369212,0.0014100854157639462,0.018888002520170047
113,MCO,Monaco,1962,,,,,,,,,,60,60.0,,,,,,,,
114,MNG,Mongolia,1924,1940.0,0.89070527,0.95519391,0.3259062456340755,0.6849381224675295,0.12427614993237723,0.15288965061429804,0.3488029469137517,0.6902266565307295,98,16.0,0.055669079375,0.02036914035212972,0.007767259370773577,0.02180018418210948,0.009746876632653062,0.006989164514974791,0.0015600984756561024,0.0070431291482727495
115,MNE,Montenegro,1905,1992.0,0.84934351,0.8367902,0.8247713523522072,0.8202150196102956,0.11370926262786563,0.1010909685779311,0.8139319873653268,0.8193410735938195,117,87.0,0.00976256908045977,0.00948013048680698,0.0013070030187110992,0.009355540084658928,0.007152052991452992,0.00701038478299398,0.0008640253724609495,0.007002915158921534
116,MAR,Morocco,1962,1970.0,0.4548656,0.5202127999999999,0.2840955550724213,0.5632507823899715,0.04193180918883799,0.14965654103832216,0.4031944222012699,0.72195098226851,60,8.0,0.0568582,0.03551194438405266,0.005241476148604748,0.050399302775158736,0.008670213333333333,0.009387513039832858,0.002494275683972036,0.012032516371141833
117,MOZ,Mozambique,1975,1990.0,0.29374540000000005,0.84013222,0.3676422630726549,0.4879383561644892,0.15275468700116268,0.22889705320534326,0.3610858006651024,0.3742679279656463,47,15.0,0.01958302666666667,0.02450948420484366,0.010183645800077513,0.024072386711006824,0.017875153617021276,0.010381667152435941,0.004870150068198793,0.00796314740352439
118,MMR,Myanmar,1947,1962.0,0.6456193299999999,0.983478762,0.6659218506784514,0.8022149626158889,0.3081018992564276,0.10787741173055387,0.7635874396159729,0.8304725388987485,75,15.0,0.04304128866666666,0.044394790045230094,0.020540126617095176,0.05090582930773153,0.013113050159999999,0.010696199501545186,0.0014383654897407183,0.011072967185316647
119,NAM,Namibia,1990,,,,,,,,,,32,32.0,,,,,,,,
120,NRU,Nauru,1968,,,,,,,,,,54,54.0,,,,,,,,
121,NPL,Nepal,1948,1959.0,0.88595986,0.83486779,0.5552964427474778,0.3608689148049265,0.0915864319926476,0.23072081535598432,0.5150273694004883,0.5401586651363733,74,11.0,0.08054180545454546,0.050481494795225255,0.008326039272058872,0.04682066994549894,0.011281997162162162,0.004876606956823331,0.0031178488561619503,0.0072994414207618015
122,NLD,Netherlands,1795,1815.0,0.982725903,0.982725903,0.733811101107819,0.733811101107819,0.32859160325384795,0.32859160325384795,0.7927069066049318,0.7927069066049318,227,20.0,0.049136295149999995,0.03669055505539095,0.016429580162692397,0.03963534533024659,0.004329189,0.003232648022501405,0.0014475401024398589,0.0034921009101538847
123,NZL,New zealand,1852,,,,,,,,,,170,170.0,,,,,,,,
124,NIC,Nicaragua,1858,1893.0,0.56276625,0.74333066,0.1832512237265972,0.6720473046370712,0.010886710132475219,0.08684611184159419,0.2597674839493467,0.792298970248485,164,35.0,0.016079035714285716,0.005235749249331349,0.0003110488609278634,0.007421928112838477,0.004532504024390244,0.004097849418518726,0.000529549462448745,0.004831091282002957
125,NER,Niger,1960,1989.0,0.89566897,0.7402925,0.5699860147801724,0.7431631802567448,0.04217074801526055,0.1512387380966288,0.1086374727762862,0.8312656846649599,62,29.0,0.030885136896551726,0.01965469016483353,0.0014541637246641569,0.003746119750906421,0.011940201612903226,0.011986502907366851,0.002439334485429497,0.013407511042983223
126,NGA,Nigeria,1960,1963.0,0.030388700000000046,0.24001189999999994,0.0515392113602937,0.4167833363587415,0.0071578551302790006,0.07166519637525637,0.2751306334139497,0.5429023614634259,62,3.0,0.010129566666666681,0.0171797371200979,0.0023859517100930003,0.09171021113798324,0.003871159677419354,0.006722311876753895,0.0011558902641170383,0.008756489701022998
127,PRK,North Korea,1948,1972.0,0.77176578,0.47503644,0.1837521032453043,0.2256352176756665,0.05273526816059082,0.09127517086761838,0.142670825786615,0.2147874609254829,74,24.0,0.0321569075,0.007656337635221013,0.0021973028400246175,0.005944617741108958,0.0064194113513513515,0.0030491245631846823,0.001233448254967816,0.0029025332557497687
128,NOR,Norway,1814,,,,,,,,,,208,208.0,,,,,,,,
129,OMN,Oman,1996,,,,,,,,,,26,26.0,,,,,,,,
130,PAK,Pakistan,1956,1962.0,0.11484455999999998,0.17858200000000002,0.1090214883171522,0.0477382573813698,0.013156904758496402,0.008969030610436968,0.2371090591887135,0.1978936537532837,66,6.0,0.019140759999999996,0.0181702480528587,0.0021928174597494,0.03951817653145225,0.002705787878787879,0.0007233069300207546,0.00013589440318843892,0.002998388693231571
131,PLW,Palau,1981,,,,,,,,,,41,41.0,,,,,,,,
132,PAN,Panama,1904,1940.0,0.39453249999999995,0.49955380000000005,0.4247056516763959,0.5404719295887913,0.050996769580844425,0.0868737777947648,0.3401846371619693,0.659912729902561,118,36.0,0.01095923611111111,0.01179737921323322,0.001416576932801234,0.009449573254499147,0.004233506779661018,0.00458027058973552,0.0007362184558878372,0.00559248076188611
133,PNG,Papua New Guinea,1975,,,,,,,,,,47,47.0,,,,,,,,
134,PRY,Paraguay,1813,1844.0,0.8073867299999999,0.92339726,0.6453213328572128,0.8312122451124416,0.275620743719025,0.5029965022166588,0.4966865969854248,0.7989632321779406,209,31.0,0.02604473322580645,0.02081681718894235,0.008890991732871775,0.016022148289852413,0.004418168708133972,0.003977092081877711,0.0024066818287878412,0.003822790584583448
135,PER,Peru,1822,1823.0,0.5548965299999999,0.8397900899999999,0.4077143686257523,0.7302953340849626,0.3867030993338407,0.5232621873354164,0.3477130874623497,0.8229771521093382,200,1.0,0.5548965299999999,0.4077143686257523,0.3867030993338407,0.3477130874623497,0.00419895045,0.003651476670424813,0.002616310936677082,0.004114885760546691
136,PHL,Philippines,1899,1935.0,0.63084167,0.84513916,0.4813724331119937,0.4805483558271027,0.05665845725516361,0.08833055599517758,0.6165791255598192,0.6355740189700722,123,36.0,0.01752337972222222,0.013371456475333159,0.0015738460348656558,0.0171271979322172,0.006871050081300813,0.003906897201846364,0.0007181346015868096,0.005167268446911156
137,POL,Poland,1921,1935.0,0.960366327,0.19551145999999997,0.2905199322436339,0.4979269593929384,0.021293041047382832,0.13705906797598955,0.4510478869310529,0.388254395903049,101,14.0,0.06859759478571428,0.02075142373168814,0.001520931503384488,0.03221770620936092,0.00193575702970297,0.004929969894979588,0.0013570204750097976,0.0038441029297331584
138,PRT,Portugal,1911,1976.0,0.66398332,0.66398332,0.8150825903883638,0.8150825903883638,0.16280580607599515,0.16280580607599515,0.7498201646879703,0.7498201646879703,111,65.0,0.010215128,0.012539732159820982,0.002504704708861464,0.011535694841353389,0.005981831711711712,0.0073430863998951695,0.001466718973657614,0.006755136618810543
139,QAT,Qatar,2003,,,,,,,,,,19,19.0,,,,,,,,
140,ROU,Romania,1948,1952.0,0.91045165,0.9936308023,0.4667508090604237,0.8321897687032318,0.055698516329678815,0.1497859474125114,0.3644803005721836,0.7760616733065429,74,4.0,0.2276129125,0.11668770226510593,0.013924629082419704,0.0911200751430459,0.013427443274324324,0.011245807685178808,0.002024134424493397,0.010487319909547876
141,RUS,Russia,1905,1918.0,0.82635921,0.6702528,0.7342642436816653,0.7121900068157782,0.188916078931339,0.22749051398442255,0.7483508861610939,0.8261795564489177,117,13.0,0.06356609307692308,0.05648186489858964,0.01453200607164146,0.05756545278162261,0.00572865641025641,0.006087094075348532,0.001944363367388227,0.0070613637303326305
142,RWA,Rwanda,1962,1978.0,0.61284837,0.4028748,0.4903372850347456,0.723698127877414,0.03811156821151285,0.12388819918441663,0.4261635442375058,0.7446211581227862,60,16.0,0.038303023125,0.0306460803146716,0.002381973013219553,0.026635221514844112,0.0067145799999999995,0.012061635464623568,0.0020648033197402773,0.012410352635379769
143,KNA,Saint Kitts and Nevis,1983,,,,,,,,,,39,39.0,,,,,,,,
144,LCA,Saint Lucia,1978,,,,,,,,,,44,44.0,,,,,,,,
145,VCT,Saint Vincent and the Grenadines,1979,,,,,,,,,,43,43.0,,,,,,,,
146,WSM,Samoa,1962,,,,,,,,,,60,60.0,,,,,,,,
147,STP,Sao Tome and Principe,1975,,,,,,,,,,47,47.0,,,,,,,,
148,SAU,Saudi Arabia,1926,1992.0,0.62628284,0.62628284,0.6221168776110879,0.6221168776110879,0.10964881167540486,0.10964881167540486,0.3706153977335465,0.3706153977335465,96,66.0,0.00948913393939394,0.009426013297137695,0.001661345631445528,0.005615384814144644,0.006523779583333333,0.0064803841417821655,0.0011421751216188006,0.003860577059724443
149,SEN,Senegal,1963,2001.0,0.41277660000000005,0.41277660000000005,0.5462124216697514,0.5462124216697514,0.03899271318511077,0.03899271318511077,0.3442721567426867,0.3442721567426867,59,38.0,0.010862542105263159,0.014374011096572404,0.0010261240311871256,0.009059793598491754,0.006996213559322035,0.009257837655419515,0.0006608934438154368,0.005835121300723503
150,SYC,Seychelles,1979,1993.0,0.14512460000000005,0.14512460000000005,0.2703033666225354,0.2703033666225354,0.08953288709990403,0.08953288709990403,0.285332497775997,0.285332497775997,43,14.0,0.01036604285714286,0.0193073833301811,0.0063952062214217165,0.0203808926982855,0.0033749906976744196,0.006286124805175242,0.0020821601651140474,0.006635639483162721
151,SLE,Sierra Leone,1961,1978.0,0.10863423000000005,0.12172479999999997,0.3669705257143791,0.4687681830376351,0.04836474444317318,0.0734107053555898,0.604202522633907,0.6167066142185154,61,17.0,0.006390248823529415,0.021586501512610535,0.0028449849672454812,0.035541324860818055,0.0019954885245901635,0.007684724312092379,0.00120345418615721,0.010109944495385497
152,SGP,Singapore,1958,,,,,,,,,,64,64.0,,,,,,,,
153,SVK,Slovakia,1992,,,,,,,,,,30,30.0,,,,,,,,
154,SVN,Slovenia,1991,,,,,,,,,,31,31.0,,,,,,,,
155,SLB,Solomon Islands,1978,,,,,,,,,,44,44.0,,,,,,,,
156,SOM,Somalia,1960,1979.0,0.69450086,0.85712384,0.6530863024915197,0.766160038432351,0.04967293685362961,0.13037253795744974,0.5775139727357013,0.7713550409338094,62,19.0,0.03655267684210526,0.03437296328902735,0.002614365097559453,0.030395472249247435,0.013824578064516129,0.01235741997471534,0.0021027828702814473,0.012441210337642086
157,ZAF,South Africa,1961,1983.0,0.3876125,0.5441984799999999,0.315988571084051,0.5395346522617532,0.028679087413782778,0.1598313746810569,0.2241898919374539,0.618767438121044,61,22.0,0.017618750000000002,0.014363116867456864,0.0013035948824446717,0.01019044963352063,0.008921286557377048,0.008844830364946774,0.0026201864701812607,0.010143728493787606
158,KOR,South Korea,1948,1987.0,0.6330504699999999,0.6330504699999999,0.495100243032061,0.495100243032061,0.06685724596693077,0.06685724596693077,0.3030384245616548,0.3030384245616548,74,39.0,0.01623206333333333,0.012694878026463102,0.00171428835812643,0.007770216014401405,0.00855473608108108,0.006690543824757581,0.0009034762968504157,0.004095113845427768
159,SSD,South Sudan,2011,,,,,,,,,,11,11.0,,,,,,,,
160,ESP,Spain,1808,1812.0,0.82432488,0.80992217,0.3504624321887255,0.6485993057046116,0.11242903737605603,0.1517498585208379,0.2505954224434972,0.6377334353693397,214,4.0,0.20608122,0.08761560804718138,0.028107259344014007,0.0626488556108743,0.0037846830373831773,0.003030837877124353,0.0007091114884151303,0.0029800627820997182
161,LKA,Sri Lanka,1931,1946.0,0.45179945,0.88080624,0.3809656826230929,0.8213321706228985,0.02963332118622597,0.1297914903675963,0.3811436313226573,0.8220337963329177,91,15.0,0.030119963333333333,0.02539771217487286,0.001975554745748398,0.025409575421510486,0.00967918945054945,0.009025628248603281,0.0014262801139296297,0.009033338421240855
162,SDN,Sudan,1973,1998.0,0.6206208,0.48709480000000005,0.7017141811143115,0.7920647339808546,0.03254092546137877,0.18458258533751115,0.4745092037737949,0.7795501795598104,49,25.0,0.024824831999999998,0.02806856724457246,0.0013016370184551506,0.018980368150951797,0.009940710204081634,0.016164586407772543,0.0037669915375002274,0.015909187337955315
163,SUR,Suriname,1987,,,,,,,,,,35,35.0,,,,,,,,
164,SWZ,Swaziland,1968,2005.0,0.15070439999999996,0.15070439999999996,0.4362009209676497,0.4362009209676497,0.03210179473127761,0.03210179473127761,0.3878653560751602,0.3878653560751602,54,37.0,0.004073091891891891,0.011789214080206748,0.0008676160738183139,0.010482847461490816,0.0027908222222222216,0.008077794832734254,0.0005944776802088446,0.007182691779169633
165,SWE,Sweden,1809,1974.0,0.08296519999999996,0.08296519999999996,0.5247693554278672,0.5247693554278672,0.21643417067735926,0.21643417067735926,0.6034322466478355,0.6034322466478355,213,165.0,0.0005028193939393937,0.003180420335926468,0.00131172224652945,0.0036571651311990026,0.0003895079812206571,0.0024637058940275456,0.0010161228670298556,0.002833015242478101
166,CHE,Switzerland,1848,1874.0,0.26406026000000005,0.18268573,0.000924879847201,0.8131771200542425,0.024613701720415215,0.10038968398455506,0.2669746572415735,0.4079195289917894,174,26.0,0.010156163846153848,3.5572301815423075e-05,0.0009466808354005852,0.010268256047752826,0.0010499179885057471,0.004673431724449669,0.0005769522068077876,0.002344365109148215
167,SYR,Syria,1930,1950.0,0.45832720000000005,0.77621993,0.3326360355576472,0.5829901253271301,0.09385187432563324,0.09182178955830855,0.3931089994685814,0.6686982205550721,92,20.0,0.022916360000000004,0.01663180177788236,0.004692593716281663,0.019655449973429072,0.008437173152173913,0.006336849188338371,0.0009980629299816148,0.00726845891907687
168,TWN,Taiwan,1947,,,,,,,,,,75,75.0,,,,,,,,
169,TJK,Tajikistan,1994,,,,,,,,,,28,28.0,,,,,,,,
170,TZA,Tanzania,1961,1962.0,0.16908230000000002,0.908146515,0.1874375040487433,0.7262530744687791,0.05238983031702882,0.07058064665900399,0.6141453375490903,0.8251805678414402,61,1.0,0.16908230000000002,0.1874375040487433,0.05238983031702882,0.6141453375490903,0.014887647786885245,0.011905788106045558,0.0011570597812951473,0.013527550292482626
171,THA,Thailand,1932,1949.0,0.84781002,0.80262728,0.4368280120542727,0.4551681462261178,0.09180024560084643,0.12009584438481224,0.3678895372691993,0.3754830025180345,90,17.0,0.049871177647058826,0.025695765414957217,0.005400014447108614,0.021640561015835252,0.00891808088888889,0.005057423846956864,0.0013343982709423583,0.004172033361311495
172,TAR,Tibet,1991,,,,,,,,,,31,31.0,,,,,,,,
173,TGO,Togo,1960,1979.0,0.20333606000000004,0.27907780000000004,0.4305404520291154,0.4095592695574799,0.19520699474474568,0.3057088118203328,0.3587511988336095,0.3792113537850727,62,19.0,0.010701897894736844,0.022660023791006075,0.010274052354986615,0.018881642043874186,0.004501254838709678,0.006605794670281934,0.004930787287424723,0.006116312157823754
174,TON,Tonga,1875,,,,,,,,,,147,147.0,,,,,,,,
175,TTO,Trinidad and Tobago,1962,1976.0,0.05712914000000002,0.05712914000000002,0.1065684839565371,0.1065684839565371,0.010909584000036832,0.010909584000036832,0.256440724743269,0.256440724743269,60,14.0,0.004080652857142859,0.007612034568324079,0.0007792560000026308,0.018317194624519216,0.0009521523333333338,0.0017761413992756184,0.00018182640000061385,0.004274012079054483
176,TUN,Tunisia,1959,2011.0,0.6373129,0.5937774499999999,0.6279043901488366,0.7305720863075584,0.08269770848079683,0.18602531030048497,0.3622038620469948,0.467964643265527,63,52.0,0.012256017307692307,0.012075084425939166,0.0015903405477076314,0.00696545888551913,0.009425038888888888,0.011596382322342197,0.002952782703182301,0.007428010210563921
177,TUR,Turkey,1876,1921.0,0.91917761,0.89810957,0.831322488994223,0.7564980817217057,0.3113730362361883,0.19850723459535902,0.7519161659204737,0.7806889309092747,146,45.0,0.02042616911111111,0.01847383308876051,0.006919400805248628,0.016709248131566084,0.006151435410958904,0.005181493710422642,0.0013596385931188973,0.005347184458282704
178,TKM,Turkmenistan,1992,2008.0,0.57230985,0.57230985,0.7372090460784744,0.7372090460784744,0.15857381353536237,0.15857381353536237,0.2493890968979046,0.2493890968979046,30,16.0,0.035769365625,0.04607556537990465,0.009910863345960148,0.015586818556119037,0.019076995,0.02457363486928248,0.005285793784512079,0.00831296989659682
179,TUV,Tuvalu,1978,1986.0,0.05709635999999996,0.05709635999999996,0.3234930304066883,0.3234930304066883,0.05194921674562081,0.05194921674562081,0.4545276725159933,0.4545276725159933,44,8.0,0.007137044999999995,0.04043662880083604,0.006493652093202601,0.05681595906449916,0.0012976445454545445,0.007352114327424734,0.0011806640169459274,0.010330174375363484
180,UGA,Uganda,1967,1995.0,0.28442687,0.28442687,0.2703666180807399,0.2703666180807399,0.042542248922703196,0.042542248922703196,0.3807672215814614,0.3807672215814614,55,28.0,0.0101581025,0.00965595064574071,0.0015193660329536856,0.013598829342195052,0.005171397636363637,0.004915756692377089,0.0007734954349582399,0.006923040392390208
181,UKR,Ukraine,1978,1996.0,1.0,1.0,0.8324159977319209,0.8324159977319209,0.36421544690798413,0.36421544690798413,0.8302623488479149,0.8302623488479149,44,18.0,0.05555555555555555,0.04624533320732894,0.020234191494888008,0.04612568604710639,0.022727272727272728,0.018918545402998203,0.008277623793363276,0.018869598837452612
182,ARE,United Arab Emirates,1971,,,,,,,,,,51,51.0,,,,,,,,
183,USA,United states,1789,,,,,,,,,,233,233.0,,,,,,,,
184,URY,Uruguay,1830,1918.0,0.07092535,0.8560612,0.2305685086055494,0.6612815520577593,0.0242746116192174,0.20177174048351942,0.2365732025680829,0.5821614051399149,192,88.0,0.0008059698863636364,0.002620096688699425,0.0002758478593092887,0.002688331847364578,0.004458652083333333,0.0034441747503008296,0.001050894481684997,0.00303209065177039
185,UZB,Uzbekistan,1992,,,,,,,,,,30,30.0,,,,,,,,
186,VUT,Vanuatu,1979,1980.0,0.03118350000000003,0.03118350000000003,0.0090094242091729,0.0090094242091729,0.0053433587126582305,0.0053433587126582305,0.0666467547236234,0.0666467547236234,43,1.0,0.03118350000000003,0.0090094242091729,0.0053433587126582305,0.0666467547236234,0.0007251976744186054,0.00020952149323657905,0.00012426415610833095,0.0015499245284563582
187,VEN,Venezuela,1830,1858.0,0.48326223999999995,0.6791673,0.1818460103163437,0.7608604486138454,0.04711169017162764,0.1850517884026014,0.1842045743643601,0.7800777565503588,192,28.0,0.017259365714285713,0.006494500368440847,0.0016825603632724157,0.006578734798727147,0.0035373296875,0.003962814836530445,0.0009638113979302155,0.004062904982033119
188,VDR,Vietnam,1960,1980.0,0.88542956,0.890916996,0.2400318625777177,0.2632287717412943,0.05265152416165997,0.05695867899102125,0.2534919500157955,0.2287969861512218,62,20.0,0.044271477999999996,0.012001593128885884,0.0026325762080829985,0.012674597500789775,0.014369628967741934,0.004245625350666036,0.0009186883708229233,0.0036902739701809967
189,YEM,Yemen Arab Republic,1970,1991.0,0.9132888,0.9132888,0.64750102797909,0.64750102797909,0.06557947292125943,0.06557947292125943,0.6631846618133683,0.6631846618133683,52,21.0,0.04348994285714286,0.030833382284718575,0.0031228320438694964,0.03158022199111278,0.017563246153846156,0.012451942845751731,0.0012611437100242197,0.012753551188718622
190,YUG,Yugoslavia,1921,1931.0,0.7381825,0.9291597,0.4840822873587178,0.7317031792876473,0.035464635480350615,0.13339767551498294,0.4537620768578994,0.6871878345695247,101,10.0,0.07381825,0.04840822873587178,0.0035464635480350615,0.04537620768578994,0.00919960099009901,0.007244585933541062,0.0013207690645047816,0.0068038399462329174
191,ZMB,Zambia,1964,1973.0,0.47490495,0.08626484999999995,0.1107000822592682,0.1482686852155303,0.00708344806061445,0.009546910404904851,0.0534678352646791,0.2020293373905972,58,9.0,0.052767216666666665,0.012300009139918688,0.0007870497845127167,0.005940870584964345,0.0014873249999999992,0.002556356641647074,0.00016460190353284227,0.0034832644377689173
192,ZWE,Zimbabwe,1965,1969.0,0.47482179999999996,0.944452602,0.3709429384265142,0.8246794945030885,0.03265914422727001,0.092030721384043,0.3295738410361128,0.6888777515689152,57,4.0,0.11870544999999999,0.09273573460662855,0.008164786056817502,0.0823934602590282,0.016569343894736844,0.014468061307071728,0.0016145740593691755,0.012085574588928337
