2.268842e-05 7.695734e-06 6.459389e-07 6.941903e-05 2.491180e-05 9.785827e-05 1.804070e-04 1.965844e-04 2.223963e-04 1.632860e-05 7.951939e-05 1.534184e-05 4.210431e-04 4.334934e-07 9.827418e-03 3.533519e-04 2.356094e-05 1.359174e-01 6.337518e-03 6.743421e-05 1.509037e-04 3.067375e-04 4.846451e-04 6.568178e-02 7.989521e-06 2.484232e-04 2.413870e-05 1.995050e-06 9.782393e-05 7.718291e-05 7.755984e-05 1.133591e-03 5.903774e-04 7.328171e-06 9.053551e-07 1.393361e-04 9.470172e-04 2.032377e-04 2.111446e-06 5.014030e-04 9.692664e-06 4.134569e-04 1.234166e-04 1.285756e-05 5.618506e-06 3.765152e-04 7.738259e-01 8.834491e-05 3.390274e-05 5.439327e-04
3.520688e-05 1.260278e-06 3.475858e-06 1.925062e-04 1.918071e-05 1.667337e-04 1.070602e-04 9.854540e-05 1.922138e-04 7.629762e-05 2.234296e-04 2.772203e-05 4.201093e-04 1.296044e-06 4.286902e-04 1.522791e-04 1.173631e-05 2.276627e-01 4.092266e-02 7.584520e-05 3.747242e-04 4.198805e-03 6.102273e-04 1.283218e-01 6.138893e-05 1.514994e-04 3.746799e-05 5.345782e-06 7.260096e-05 3.825832e-05 1.506700e-04 9.819471e-04 3.253888e-03 8.025103e-06 1.611848e-06 2.319572e-04 1.378120e-03 1.705800e-04 1.662727e-06 4.144452e-04 9.989027e-06 4.912718e-04 4.035068e-04 1.393987e-05 1.039930e-04 1.023822e-02 5.761535e-01 2.869368e-05 1.526437e-05 1.257662e-03
6.529962e-07 5.007291e-07 7.283714e-07 1.211273e-06 2.919421e-06 2.720506e-05 7.139113e-04 1.871838e-04 5.709735e-05 6.993286e-07 8.083056e-05 6.344521e-06 5.559601e-04 9.283144e-08 4.762926e-02 3.800031e-05 8.149092e-06 1.071944e-01 2.219719e-03 3.237264e-04 2.534844e-02 3.136246e-04 5.483602e-04 1.092175e-02 1.632040e-05 5.424098e-05 3.237576e-05 9.966061e-07 3.200626e-06 1.768051e-05 5.887478e-05 9.595960e-04 1.515546e-04 1.999479e-07 1.521878e-06 3.927242e-05 5.630055e-02 1.337257e-04 3.730631e-06 7.126516e-04 5.059334e-06 1.757501e-03 2.211325e-05 9.128573e-07 5.177419e-06 1.175906e-02 7.308270e-01 7.035889e-05 4.416085e-07 8.850809e-04
4.239164e-07 4.129887e-04 3.332481e-07 4.702623e-08 1.503642e-04 3.983237e-05 1.651575e-04 1.129105e-03 3.901876e-05 1.171396e-06 1.133320e-05 1.768350e-05 3.242694e-06 1.682599e-06 2.632014e-02 3.675461e-02 8.850951e-05 2.912211e-05 2.536998e-03 6.871624e-07 5.029340e-05 1.938711e-04 1.190544e-05 2.113228e-03 2.097521e-05 7.702115e-04 5.639601e-06 3.300048e-07 3.297145e-03 1.345981e-04 1.317566e-04 5.056904e-04 2.289402e-04 2.597810e-06 2.149830e-06 1.292824e-05 3.311170e-04 7.916642e-06 1.299704e-06 1.105780e-04 4.706820e-05 3.982826e-06 1.500646e-06 6.199406e-06 2.424560e-05 8.369347e-05 7.438859e-01 1.014156e-03 3.685109e-05 1.792608e-01
2.899868e-06 3.703960e-04 4.278654e-07 5.773241e-07 5.981163e-04 7.095066e-05 1.142161e-04 6.788826e-04 3.694485e-03 4.279585e-06 7.933731e-06 9.048534e-05 8.383803e-05 2.275567e-07 3.745574e-02 8.008517e-02 6.840009e-05 1.910915e-05 6.092958e-02 4.663572e-06 1.341911e-04 5.699628e-05 1.351346e-05 1.582163e-02 4.196534e-06 3.959221e-04 7.473636e-06 1.264785e-05 9.416629e-04 7.278373e-04 1.673139e-04 3.041422e-04 2.252365e-04 3.844041e-05 1.471106e-06 4.629951e-05 6.134971e-04 7.131456e-06 4.711301e-06 1.011664e-04 1.677121e-05 1.830769e-05 6.630476e-06 1.347590e-04 3.805579e-05 1.834917e-04 7.085962e-01 4.100409e-03 2.982634e-04 8.270130e-02
2.076649e-06 4.782184e-04 2.888810e-07 2.519159e-07 2.118513e-04 6.462092e-05 1.064078e-04 7.114816e-04 3.705801e-04 3.688175e-06 1.099955e-05 4.893007e-05 3.363484e-05 2.426702e-07 3.912063e-02 4.977450e-02 5.671989e-05 3.235592e-05 5.955981e-02 3.192428e-06 1.146727e-04 7.330234e-05 1.060695e-05 7.179873e-03 4.485407e-06 4.941887e-04 5.477638e-06 5.572055e-06 5.735893e-04 7.176480e-04 1.144014e-04 2.619415e-04 2.050840e-04 1.462352e-05 8.447279e-07 2.543643e-05 5.156872e-04 6.630110e-06 3.394770e-06 8.201363e-05 2.505117e-05 3.312452e-05 6.804909e-06 5.053232e-05 2.700709e-05 1.683775e-04 7.394947e-01 1.059419e-03 7.946444e-05 9.805553e-02
1.199631e-06 1.953835e-04 4.157568e-07 1.788747e-07 1.831489e-04 8.491526e-05 2.615972e-04 1.479471e-02 8.857410e-05 3.221335e-06 5.627513e-05 3.520888e-05 3.483730e-05 1.823187e-07 5.050273e-02 3.718244e-02 6.437508e-05 1.729076e-04 6.157307e-02 4.173741e-06 5.384676e-04 1.057701e-04 1.963527e-05 1.267311e-03 3.781554e-06 8.224097e-04 2.203463e-05 4.062046e-06 3.037237e-04 7.590384e-04 1.073146e-05 5.925560e-04 5.318092e-04 3.847853e-06 7.017591e-07 1.204421e-05 9.454402e-04 5.032273e-06 2.682636e-06 1.659736e-03 6.822774e-05 3.256070e-05 6.122956e-06 1.495030e-05 4.732173e-06 2.944485e-04 7.690135e-01 4.869282e-04 5.347886e-06 5.722280e-02
1.087458e-05 1.441623e-05 9.827977e-05 4.675932e-06 3.587056e-06 5.996378e-06 5.750981e-06 7.272986e-04 3.295818e-05 4.552028e-05 2.280836e-02 4.227418e-06 1.215790e-06 5.668010e-04 8.555333e-05 2.058722e-04 5.017225e-04 2.736821e-01 5.007300e-03 7.790994e-07 2.183427e-04 3.377363e-01 5.411249e-05 1.876218e-03 2.977386e-04 1.746534e-03 3.613853e-06 3.398736e-07 5.394581e-06 1.861821e-04 5.101643e-04 6.045337e-02 1.443417e-01 4.772558e-06 2.298391e-05 6.475739e-05 3.222201e-04 4.051099e-04 4.312534e-05 6.079449e-04 1.355209e-05 1.082761e-06 4.565335e-03 1.578870e-07 1.773665e-03 2.273575e-04 9.760478e-05 3.058264e-05 4.376520e-07 1.405761e-01
2.687565e-05 2.105777e-05 1.822706e-05 5.341612e-05 6.755890e-05 5.903689e-05 1.398295e-05 1.602745e-04 3.712016e-04 1.064261e-05 1.452721e-03 2.091033e-05 1.125875e-04 1.373095e-06 6.545495e-03 5.544914e-04 9.371722e-05 6.956297e-01 6.611650e-03 1.474569e-05 1.268188e-04 2.454947e-03 1.201656e-04 1.085470e-02 9.756080e-06 2.880802e-03 9.295893e-06 4.997776e-06 1.706239e-05 6.392426e-04 1.844240e-05 6.608079e-04 1.394017e-01 2.265866e-05 7.507883e-06 2.380528e-06 3.510611e-04 1.588154e-04 4.080009e-06 1.279238e-01 3.824973e-05 8.013778e-05 2.064691e-04 4.103768e-06 6.243316e-06 2.038485e-04 2.847768e-04 3.673934e-05 2.940443e-05 1.601394e-03
4.647332e-05 6.607422e-05 7.133456e-05 1.385274e-03 8.430497e-04 9.296627e-05 1.034298e-04 2.977633e-04 1.247625e-03 2.065126e-05 1.662766e-03 1.764189e-05 4.512722e-05 1.523547e-04 2.217320e-02 2.610810e-03 3.382563e-04 6.088701e-01 4.250902e-03 1.290014e-05 1.354457e-04 1.199576e-03 3.672470e-04 6.290086e-02 4.522124e-04 9.228226e-03 1.833785e-04 3.304464e-06 5.060997e-04 6.338665e-04 1.094425e-03 1.948351e-03 1.578829e-01 1.185668e-04 2.815099e-05 9.158047e-05 1.371009e-03 1.113159e-02 1.985231e-04 9.629752e-04 1.280480e-04 5.325064e-05 4.629792e-04 1.144680e-05 8.371563e-04 7.000400e-04 1.844026e-03 9.438741e-02 3.388104e-04 6.489854e-03
