,country,year,distance_tfidf_prime,distance_lda50_prime,distance_use_prime,distance_stm50_prime,distance_tfidf_sequence,distance_lda50_sequence,distance_use_sequence,distance_stm50_sequence
96,Chile,1925,0.8655948,0.5671715137761447,0.03752434862843523,0.5375279595915785,0.7305136322975159,0.3580127480557415,0.012185989891980387,0.5375279595915785
97,Chile,1980,0.90222379,0.7365878833383216,0.08009136415263962,0.7432067824174732,0.49103349447250366,0.4928543175642015,0.08839278104502357,0.7432067824174732
98,China,1914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,China,1923,0.974792164,0.523323644525089,0.18026564140709345,0.5660122324728557,0.9747921638190747,0.523323644525089,0.18026564140709345,0.5660122324728557
100,China,1947,0.934220076,0.6286643848563188,0.22975385343994137,0.6761496192222883,0.8621352910995483,0.5180628971480767,0.04640327675570399,0.6761496192222883
101,China,1949,0.987985624,0.8317391326029238,0.21211008402789022,0.8072252339697441,0.9222955033183098,0.6764204497244671,0.2337370846676694,0.8072252339697441
102,China,1954,0.991625514,0.7716577262717536,0.25875022330200137,0.7848705875074373,0.3344312906265259,0.2158106460823084,0.16619801627778852,0.7848705875074373
103,China,1975,0.9968478503,0.8319619736463721,0.25635265618898984,0.8272427672496568,0.3522898554801941,0.1675279455483443,0.1257904372170081,0.8272427672496568
104,China,1978,0.992954484,0.8321184282792599,0.28197831884983626,0.8277720969343002,0.17701959609985352,0.0646755289954226,0.06665995425493476,0.8277720969343002
105,China,1982,0.99040952,0.7993046241782078,0.31433921958679667,0.8012424749876922,0.25738775730133057,0.2072268228052861,0.07861729275993079,0.8012424749876922
106,Colombia,1811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,Colombia,1830,0.84710704,0.5011886534405836,0.06881881151530878,0.8220312078224995,0.8471070379018784,0.5011886534405836,0.06881881151530878,0.8220312078224995
108,Colombia,1832,0.77933651,0.5368920458750998,0.07409678818375676,0.8233924249823517,0.6688359975814819,0.1310286992168447,0.032222916243216604,0.8233924249823517
109,Colombia,1843,0.74995428,0.5454429131679981,0.06224624039984483,0.8253515985054536,0.12121164798736572,0.0720960489701451,0.012969931716049987,0.8253515985054536
110,Colombia,1853,0.6650104,0.5605045262731623,0.13011938352472563,0.8213637955623894,0.25915277004241943,0.216971404473518,0.08587727776733445,0.8213637955623894
111,Colombia,1858,0.84283799,0.6285435596277824,0.10936044495524888,0.8171294246918936,0.8106006532907486,0.3462197059503148,0.048777810120320786,0.8171294246918936
112,Colombia,1863,0.8451645999999999,0.5677320026281472,0.06885510404047879,0.790152645185424,0.7819316387176514,0.3216337540610497,0.04259417840335278,0.790152645185424
113,Colombia,1886,0.879570246,0.5815525262337136,0.08594248513289038,0.8194178447046442,0.5703354179859161,0.3240752764457519,0.06821307914562957,0.8194178447046442
114,Colombia,1991,0.88412109,0.7138076110276954,0.26697449600241996,0.829414264701798,0.6546491980552673,0.6660839056996257,0.16425368460192025,0.829414264701798
115,Comoros,1996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,Comoros,2001,0.6220859000000001,0.3340164079975937,0.12190675634187309,0.4709765494524994,0.6220858991146088,0.3340164079975937,0.12190675634187309,0.4709765494524994
117,Congo,1963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,Congo,1979,0.56628576,0.5362755423911698,0.03228650011629097,0.4948687218005706,0.5662857592105865,0.5362755423911698,0.03228650011629097,0.4948687218005706
119,Congo,1992,0.60663718,0.619974435309979,0.0678207143829912,0.4549638633158852,0.4051287770271301,0.4681492770919425,0.07169515008544836,0.4549638633158852
120,Congo,2001,0.6311471200000001,0.6180459342045737,0.058956864413594046,0.48788692893138,0.3312515616416931,0.1235951967552569,0.007718963697736947,0.48788692893138
121,Costa Rica,1848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,Costa Rica,1871,0.68339023,0.2619140807058625,0.023207804200843563,0.1858532057209933,0.6833902299404144,0.2619140807058625,0.023207804200843563,0.1858532057209933
123,Costa Rica,1917,0.41293650000000004,0.3267521521972432,0.09863724191158996,0.545030988700632,0.7205008268356323,0.363667498110483,0.09668002435110801,0.545030988700632
124,Costa Rica,1949,0.28699509999999995,0.6030793325894068,0.09255042758723242,0.7222645228056835,0.43440133333206177,0.522114947544871,0.023150975366733828,0.7222645228056835
125,Croatia,1991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,Cuba,1940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,Cuba,1959,0.41931130000000005,0.1974396363040445,0.07420790108687159,0.239335592928835,0.4193112850189209,0.1974396363040445,0.07420790108687159,0.239335592928835
128,Cuba,1976,0.6394616399999999,0.6627909884993025,0.16069391409183897,0.6541696115635492,0.6198607087135315,0.6529743550158847,0.07525410212869843,0.6541696115635492
129,Cyprus,1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,Czech Republic,1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,Democratic Republic of the Congo,1964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,Democratic Republic of the Congo,1967,0.968296032,0.4304962004063014,0.13045934251821556,0.6537452537611925,0.9682960323989392,0.4304962004063014,0.13045934251821556,0.6537452537611925
133,Democratic Republic of the Congo,2003,0.63597584,0.5200939429686819,0.02690272665389304,0.5096924113033193,0.9470367655158043,0.5299211037590964,0.10225054768623465,0.5096924113033193
134,Democratic Republic of the Congo,2005,0.39511229999999997,0.4987732769737752,0.013499296129334426,0.444858741901974,0.3270394206047058,0.2944059343140949,0.024805808023007025,0.444858741901974
135,Denmark,1866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,Denmark,1953,0.92254569,0.5883016321873852,0.0685756049556584,0.4097802848529133,0.9225456863641739,0.5883016321873852,0.0685756049556584,0.4097802848529133
137,Djibouti,1977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,Djibouti,1992,0.61920246,0.4410730471534441,0.2485869338323755,0.2884652440926529,0.6192024648189545,0.4410730471534441,0.2485869338323755,0.2884652440926529
139,Dominica,1978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,Dominican Republic,1821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,Dominican Republic,1858,0.91808605,0.3580853916653842,0.15414830330685525,0.5089551290326193,0.918086051940918,0.3580853916653842,0.15414830330685525,0.5089551290326193
142,Dominican Republic,1934,0.92407499,0.480822363264976,0.30298977625695644,0.6687679161456462,0.45098114013671875,0.5165909187359766,0.3428889773705618,0.6687679161456462
143,Dominican Republic,1942,0.87820108,0.5363880932449339,0.1309881240976084,0.6448244985774958,0.607084721326828,0.248182087187676,0.31287199007639255,0.6448244985774958
144,Dominican Republic,1947,0.8506692499999999,0.6402688548385057,0.14273694170723572,0.7113764613225397,0.27669715881347656,0.3461921379824116,0.011954653362060808,0.7113764613225397
145,Dominican Republic,1955,0.916049644,0.6337758020268699,0.16592007680792742,0.7062910094595165,0.20581752061843872,0.1469428580356629,0.014455891465917636,0.7062910094595165
146,Dominican Republic,1962,0.89425686,0.6294713295307681,0.16419015148566785,0.7141672041232234,0.19937407970428467,0.182545612200557,0.004459549463868395,0.7141672041232234
147,Dominican Republic,1963,0.89715735,0.6575193390703622,0.19322453018081354,0.7124812898496008,0.4499245285987854,0.3872821633949858,0.03143939343289204,0.7124812898496008
148,Dominican Republic,1966,0.905466,0.6354182014029891,0.1721309456789678,0.7138082566713689,0.4465184807777405,0.4046981220986976,0.01918941832063481,0.7138082566713689
149,Dominican Republic,1994,0.8972207,0.6323138968902962,0.1796464616031863,0.7136526586043043,0.12163734436035156,0.2637242865570598,0.004744946992822352,0.7136526586043043
150,Dominican Republic,2002,0.89736469,0.632201288122876,0.18513943290853352,0.7417105069564065,0.0024597644805908203,0.0155029118530291,0.0008181238804177982,0.7417105069564065
151,Dominican Republic,2010,0.89906949,0.717130328789791,0.2460374263798787,0.8191445485573818,0.5024362504482269,0.5530997372908891,0.10117837620189729,0.8191445485573818
152,East Timor,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,Ecuador,1830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,Ecuador,1869,0.919044465,0.514237878907873,0.1051388814595745,0.4357134234047142,0.9190444648265839,0.514237878907873,0.1051388814595745,0.4357134234047142
155,Ecuador,1884,0.91058015,0.4722106030692732,0.10440178908349562,0.4586299101232332,0.4507407546043396,0.1675200457285394,0.01573382706257076,0.4586299101232332
156,Ecuador,1897,0.65941414,0.4846239219448879,0.11188102412607337,0.5831950957661591,0.7774165570735931,0.5439916073944137,0.015265235635274377,0.5831950957661591
157,Ecuador,1906,0.92902726,0.5130045802709439,0.11371430103724756,0.4738016129725245,0.8164824843406678,0.5551358949261701,0.01117374415892658,0.4738016129725245
158,Ecuador,1946,0.6136187,0.5153659690104536,0.18340743164537743,0.6866397374001184,0.8238048404455185,0.4442653893438711,0.058243417239066786,0.6866397374001184
159,Ecuador,1967,0.6030409299999999,0.593716720853063,0.20100410529508606,0.7950953850763056,0.28768491744995117,0.4096281011776585,0.018663253251213208,0.7950953850763056
160,Ecuador,1978,0.79422975,0.6632846090818073,0.15642465038834408,0.7848033444323265,0.704309493303299,0.3038927864681577,0.044180832662861214,0.7848033444323265
161,Ecuador,1997,0.73656073,0.620755517379693,0.1945003123499991,0.7721058546896081,0.23773682117462158,0.1898226918601555,0.023858484487524034,0.7721058546896081
162,Ecuador,1998,0.80919027,0.6886542774014144,0.24186666926061684,0.7556376472028165,0.22196537256240845,0.1553386455342621,0.04445822120142762,0.7556376472028165
163,Ecuador,2008,0.53635955,0.7819215177363642,0.2965751181906755,0.7237390222380901,0.6824782192707062,0.2346430834760609,0.062246414529790406,0.7237390222380901
164,Egypt,1923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,Egypt,1956,0.68032724,0.548310928737294,0.07823799382712315,0.7750710624742156,0.6803272366523743,0.548310928737294,0.07823799382712315,0.7750710624742156
166,Egypt,1971,0.58341786,0.5429746229553951,0.0736022801279056,0.7315017050612664,0.6152597069740295,0.2857882146471585,0.033724509594097785,0.7315017050612664
167,Egypt,2012,0.8400467,0.7499717866041425,0.1293619027971039,0.7863618015887229,0.7759562581777573,0.6150228954333294,0.07914359659105885,0.7863618015887229
168,Egypt,2014,0.79120411,0.7955455535994578,0.16491743891009336,0.8225388845798219,0.43387264013290405,0.1663933328083481,0.017709471046005953,0.8225388845798219
169,El Salvador,1824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,El Salvador,1841,0.5937299,0.3812717064165759,0.08766076062457995,0.4776146647675586,0.5937299132347107,0.3812717064165759,0.08766076062457995,0.4776146647675586
171,El Salvador,1871,0.7059929,0.4198541276087178,0.14285658502835574,0.5664079982241728,0.5943433940410614,0.3749782635429071,0.050821240870908446,0.5664079982241728
172,El Salvador,1872,0.7235966300000001,0.3960190471201041,0.1379515965854945,0.5621642052788428,0.1318596601486206,0.0849902305309352,0.005731773392068207,0.5621642052788428
173,El Salvador,1880,0.64530888,0.3387733571421253,0.13226847502355243,0.5655764368248666,0.26672548055648804,0.095610515395045,0.003960134599532816,0.5655764368248666
174,El Salvador,1883,0.77070539,0.3276405163699782,0.12847524199474059,0.5628018701583004,0.3513152003288269,0.0165032066036088,0.0045366497561587504,0.5628018701583004
175,El Salvador,1886,0.71190965,0.3362015861628126,0.14139038780029334,0.5653014478305086,0.18302029371261597,0.1168704353042904,0.011713119496163382,0.5653014478305086
176,El Salvador,1939,0.67251414,0.4140824007254237,0.21319426246689233,0.6478337338045689,0.29390066862106323,0.3665697095118089,0.0542409885979348,0.6478337338045689
177,El Salvador,1950,0.70545837,0.5111833056944656,0.21277711235544505,0.5781691683711179,0.5644382238388062,0.3551769735899979,0.013742226324504614,0.5781691683711179
178,Equatorial Guinea,1968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,Equatorial Guinea,1973,0.37257229999999997,0.4756206993229406,0.058405414536913836,0.528036609551694,0.37257230281829834,0.4756206993229406,0.058405414536913836,0.528036609551694
180,Equatorial Guinea,1982,0.53358993,0.5452044448257138,0.098516111957206,0.528101446597608,0.46893393993377686,0.3779503079883074,0.12956981154232072,0.528101446597608
181,Equatorial Guinea,1991,0.44993055000000004,0.5568103196999213,0.05813516423138598,0.4562273142271769,0.24124985933303833,0.296436764358486,0.03686486004176659,0.4562273142271769
182,Eritrea,1997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,Estonia,1920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,Estonia,1937,0.956656273,0.4368599398995548,0.20961234394703698,0.4456513653419309,0.9566562734544278,0.4368599398995548,0.20961234394703698,0.4456513653419309
185,Estonia,1978,0.997452524,0.8121610447977176,0.21001170450365103,0.8304112719335442,0.7535595446825027,0.8236405572850501,0.12450154926230961,0.8304112719335442
186,Estonia,1992,0.984250495,0.6160921444776427,0.13966905649871086,0.3538483972972984,0.8648189157247543,0.8323889308301613,0.07452116606906156,0.3538483972972984
187,Ethiopia,1931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,Ethiopia,1955,0.09197319999999998,0.2395621407852246,0.2737777946359312,0.2434115270962546,0.0919731855392456,0.2395621407852246,0.2737777946359312,0.2434115270962546
189,Ethiopia,1987,0.85494536,0.8315983035390926,0.3105801804348113,0.8259451545472805,0.8747292459011078,0.8103795625745615,0.10125478685369804,0.8259451545472805
190,Ethiopia,1994,0.8037003,0.7864164800222966,0.3380186079292319,0.7723030644717425,0.5872872769832611,0.5319763715451605,0.06665277750537335,0.7723030644717425
191,Fiji,1970,1.0799999999977494e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,Fiji,1990,0.10318499999999997,0.2383058566536333,0.006937607520058453,0.281987423684151,0.10318499803543091,0.2383058566536333,0.006937607520058453,0.281987423684151
193,Fiji,1997,0.14833529999999995,0.5333433421010401,0.026319538077125837,0.6465116040376815,0.07090985774993896,0.3650020533660717,0.015834041445988434,0.6465116040376815
194,Fiji,2013,0.19016429999999995,0.7049377386182532,0.022008609707786397,0.668564555126037,0.1833338737487793,0.3361888100739863,0.02969143290102838,0.668564555126037
195,Finland,1919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
