,codes,country,year_1st,year_2nd,1st_2nd_tfidf,1st_current_tfidf,1st_2nd_lda,1st_current_lda,1st_2nd_use,1st_current_use,years_const,years_1st_const,change_1st_2nd_adj_tfidf,change_1st_2nd_adj_lda,change_1st_2nd_adj_use,change_1st_curr_adj_allyears_tfidf,change_1st_curr_adj_allyears_lda,change_1st_curr_adj_allyears_use
134,NGA,Nigeria,1960,1963.0,0.03064096000000005,0.2460983,0.0027589167002588,0.4419226050376892,0.0071578551302790006,0.07166519637525637,62,3.0,0.01021365333333335,0.0009196389000862667,0.0023859517100930003,0.003969327419354839,0.007127783952220794,0.0011558902641170383
135,PRK,North Korea,1948,1972.0,0.77827607,0.48024035,0.1180020719766616,0.1552542746067046,0.05273526816059082,0.09127517086761838,74,24.0,0.03242816958333333,0.004916752999027566,0.0021973028400246175,0.006489734459459459,0.0020980307379284404,0.001233448254967816
136,NOR,Norway,1814,,,,,,,,208,208.0,,,,,,
137,OMN,Oman,1996,,,,,,,,26,26.0,,,,,,
138,PAK,Pakistan,1956,1962.0,0.14003515,0.13296149999999995,0.0622871443629264,0.0487363040447235,0.013156904758496402,0.008969030610436968,66,6.0,0.023339191666666665,0.0103811907271544,0.0021928174597494,0.002014568181818181,0.0007384288491624773,0.00013589440318843892
139,PLW,Palau,1981,,,,,,,,41,41.0,,,,,,
140,PAN,Panama,1904,1940.0,0.3751791,0.49343956,0.1646695137023925,0.4826054871082306,0.050996769580844425,0.0868737777947648,118,36.0,0.010421641666666667,0.004574153158399792,0.001416576932801234,0.0041816911864406775,0.004089877009391785,0.0007362184558878372
141,PNG,Papua New Guinea,1975,,,,,,,,47,47.0,,,,,,
142,PRY,Paraguay,1813,1844.0,0.80678764,0.92201196,0.3044029474258423,0.6912658214569093,0.275620743719025,0.5029965022166588,209,31.0,0.026025407741935486,0.009819449916962654,0.008890991732871775,0.004411540478468899,0.003307491968693346,0.0024066818287878412
143,PER,Peru,1822,1823.0,0.5704768,0.83692358,0.1142602860927581,0.6343529224395753,0.3867030993338407,0.5232621873354164,200,1.0,0.5704768,0.1142602860927581,0.3867030993338407,0.0041846179,0.0031717646121978767,0.002616310936677082
144,PHL,Philippines,1899,1935.0,0.63174307,0.8429671,0.3052332401275634,0.4681561589241027,0.05665845725516361,0.08833055599517758,123,36.0,0.01754841861111111,0.00847870111465454,0.0015738460348656558,0.006853391056910569,0.0038061476335292904,0.0007181346015868096
145,POL,Poland,1921,1935.0,0.95655601,0.20744779999999996,0.1529271453619003,0.3714839816093445,0.021293041047382832,0.13705906797598955,101,14.0,0.06832542928571429,0.010923367525850021,0.001520931503384488,0.0020539386138613857,0.003678059223854896,0.0013570204750097976
146,PRT,Portugal,1911,1976.0,0.65868726,0.65868726,0.5410803556442261,0.5410803556442261,0.16280580607599515,0.16280580607599515,111,65.0,0.010133650153846154,0.008324313163757324,0.002504704708861464,0.005934119459459459,0.004874597798596631,0.001466718973657614
147,QAT,Qatar,2003,,,,,,,,19,19.0,,,,,,
148,VNM,Republic of Vietnam,1956,1967.0,0.5481663999999999,0.5481663999999999,0.1723800301551818,0.1723800301551818,0.037285612315933636,0.037285612315933636,66,11.0,0.049833309090909085,0.015670911832289254,0.0033896011196303307,0.008305551515151515,0.002611818638714876,0.0005649335199383885
149,ROU,Romania,1948,1952.0,0.91071201,0.9936082666,0.2375445067882537,0.6751658916473389,0.055698516329678815,0.1497859474125114,74,4.0,0.2276780025,0.059386126697063425,0.013924629082419704,0.013427138737837838,0.009123863400639715,0.002024134424493397
150,RUS,Russia,1905,1918.0,0.8193743099999999,0.6573717299999999,0.69033944606781,0.6928625106811522,0.188916078931339,0.22749051398442255,117,13.0,0.06302879307692308,0.053103034312908456,0.01453200607164146,0.0056185617948717945,0.005921901800693609,0.001944363367388227
151,RWA,Rwanda,1962,1978.0,0.6077572,0.4079153,0.1978106200695037,0.2535065114498139,0.03811156821151285,0.12388819918441663,60,16.0,0.037984825,0.012363163754343981,0.002381973013219553,0.006798588333333333,0.004225108524163565,0.0020648033197402773
152,KNA,Saint Kitts and Nevis,1983,,,,,,,,39,39.0,,,,,,
153,LCA,Saint Lucia,1978,,,,,,,,44,44.0,,,,,,
154,VCT,Saint Vincent and the Grenadines,1979,,,,,,,,43,43.0,,,,,,
155,WSM,Samoa,1962,,,,,,,,60,60.0,,,,,,
156,STP,Sao Tome and Principe,1975,,,,,,,,47,47.0,,,,,,
157,SAU,Saudi Arabia,1926,1992.0,0.60891044,0.60891044,0.3271191716194152,0.3271191716194152,0.10964881167540486,0.10964881167540486,96,66.0,0.009225915757575759,0.0049563510851426545,0.001661345631445528,0.006342817083333334,0.0034074913710355754,0.0011421751216188006
158,SEN,Senegal,1963,2001.0,0.41718900000000003,0.41718900000000003,0.066779226064682,0.066779226064682,0.03899271318511077,0.03899271318511077,59,38.0,0.010978657894736843,0.001757348054333737,0.0010261240311871256,0.007071000000000001,0.0011318512892318983,0.0006608934438154368
159,SYC,Seychelles,1979,1993.0,0.13819740000000003,0.13819740000000003,0.0716439038515091,0.0716439038515091,0.08953288709990403,0.08953288709990403,43,14.0,0.009871242857142859,0.005117421703679221,0.0063952062214217165,0.0032138930232558146,0.0016661372988723046,0.0020821601651140474
160,SLE,Sierra Leone,1961,1978.0,0.10932523000000005,0.11930759999999996,0.1235947459936142,0.1763273477554321,0.04836474444317318,0.0734107053555898,61,17.0,0.006430895882352944,0.007270279176094953,0.0028449849672454812,0.0019558622950819667,0.002890612258285772,0.00120345418615721
161,SGP,Singapore,1958,,,,,,,,64,64.0,,,,,,
162,SVK,Slovakia,1992,,,,,,,,30,30.0,,,,,,
163,SVN,Slovenia,1991,,,,,,,,31,31.0,,,,,,
164,SLB,Solomon Islands,1978,,,,,,,,44,44.0,,,,,,
165,SOM,Somalia,1960,1979.0,0.69128403,0.82715428,0.3241260647773743,0.4001038670539856,0.04967293685362961,0.13037253795744974,62,19.0,0.036383370000000005,0.017059266567230228,0.002614365097559453,0.013341198064516129,0.00645328817829009,0.0021027828702814473
166,ZAF,South Africa,1961,1983.0,0.40161765000000005,0.55071333,0.0382060743868351,0.2015183717012405,0.028679087413782778,0.1598313746810569,61,22.0,0.01825534772727273,0.0017366397448561409,0.0013035948824446717,0.00902808737704918,0.0033035798639547624,0.0026201864701812607
167,KOR,South Korea,1948,1987.0,0.63551527,0.63551527,0.2192688435316085,0.2192688435316085,0.06685724596693077,0.06685724596693077,74,39.0,0.016295263333333334,0.005622278039272012,0.00171428835812643,0.008588044189189188,0.002963092480156872,0.0009034762968504157
168,SSD,South Sudan,2011,,,,,,,,11,11.0,,,,,,
169,ESP,Spain,1808,1812.0,0.82120669,0.80741891,0.2160359025001525,0.4942830204963684,0.11242903737605603,0.1517498585208379,214,4.0,0.2053016725,0.054008975625038126,0.028107259344014007,0.0037729855607476635,0.0023097337406372356,0.0007091114884151303
170,LKA,Sri Lanka,1931,1946.0,0.44449604,0.876257055,0.1159407198429107,0.173146903514862,0.02963332118622597,0.1297914903675963,91,15.0,0.02963306933333333,0.0077293813228607134,0.001975554745748398,0.009629198406593407,0.001902713225438044,0.0014262801139296297
171,SDN,Sudan,1973,1998.0,0.61359993,0.4786903,0.1705604642629623,0.4395297765731812,0.03254092546137877,0.18458258533751115,49,25.0,0.0245439972,0.006822418570518493,0.0013016370184551506,0.009769189795918367,0.008969995440269005,0.0037669915375002274
172,SUR,Suriname,1987,,,,,,,,35,35.0,,,,,,
173,SWZ,Swaziland,1968,2005.0,0.15307546000000005,0.15307546000000005,0.1135066524147987,0.1135066524147987,0.03210179473127761,0.03210179473127761,54,37.0,0.004137174594594596,0.003067747362562127,0.0008676160738183139,0.002834730740740742,0.0021019750447184944,0.0005944776802088446
174,SWE,Sweden,1809,1974.0,0.08051794999999995,0.08051794999999995,0.1812071800231933,0.1812071800231933,0.21643417067735926,0.21643417067735926,213,165.0,0.00048798757575757546,0.0010982253334738989,0.00131172224652945,0.0003780185446009387,0.0008507379343811892,0.0010161228670298556
175,CHE,Switzerland,1848,1874.0,0.3026529,0.17369829999999997,0.3097387850284576,0.4351728558540344,0.024613701720415215,0.10038968398455506,174,26.0,0.011640496153846155,0.011913030193402214,0.0009466808354005852,0.0009982660919540228,0.0025009934244484737,0.0005769522068077876
176,SYR,Syria,1930,1950.0,0.45216009999999995,0.77797484,0.1973199844360351,0.5228804349899292,0.09385187432563324,0.09182178955830855,92,20.0,0.022608004999999997,0.009865999221801754,0.004692593716281663,0.008456248260869565,0.005683482989020969,0.0009980629299816148
177,TWN,Taiwan,1947,,,,,,,,75,75.0,,,,,,
178,TJK,Tajikistan,1994,,,,,,,,28,28.0,,,,,,
179,TZA,Tanzania,1961,1962.0,0.18261886000000005,0.91428007,0.0709913969039917,0.692923367023468,0.05238983031702882,0.07058064665900399,61,1.0,0.18261886000000005,0.0709913969039917,0.05238983031702882,0.014988197868852459,0.011359399459401115,0.0011570597812951473
180,THA,Thailand,1932,1949.0,0.83488405,0.80120929,0.1467331796884537,0.2733139395713806,0.09180024560084643,0.12009584438481224,90,17.0,0.04911082647058823,0.008631363511085512,0.005400014447108614,0.008902325444444444,0.003036821550793118,0.0013343982709423583
181,TAR,Tibet,1991,,,,,,,,31,31.0,,,,,,
182,TGO,Togo,1960,1979.0,0.19874203000000001,0.2700863,0.1260211169719696,0.1314650475978851,0.19520699474474568,0.3057088118203328,62,19.0,0.010460106842105264,0.006632690366945769,0.010274052354986615,0.004356230645161291,0.002120403993514276,0.004930787287424723
183,TON,Tonga,1875,,,,,,,,147,147.0,,,,,,
184,TTO,Trinidad and Tobago,1962,1976.0,0.057070399999999966,0.057070399999999966,0.0343883112072944,0.0343883112072944,0.010909584000036832,0.010909584000036832,60,14.0,0.0040764571428571405,0.0024563079433781716,0.0007792560000026308,0.0009511733333333328,0.0005731385201215734,0.00018182640000061385
185,TUN,Tunisia,1959,2011.0,0.64024866,0.6008491,0.196599468588829,0.247071087360382,0.08269770848079683,0.18602531030048497,63,52.0,0.01231247423076923,0.003780759011323635,0.0015903405477076314,0.009537287301587302,0.003921763291434635,0.002952782703182301
186,TUR,Turkey,1876,1921.0,0.925849795,0.89958887,0.5999864935874939,0.6025904417037963,0.3113730362361883,0.19850723459535902,146,45.0,0.02057443988888889,0.013333033190833198,0.006919400805248628,0.006161567602739726,0.004127331792491755,0.0013596385931188973
187,TKM,Turkmenistan,1992,2008.0,0.57308197,0.57308197,0.6814236640930176,0.6814236640930176,0.15857381353536237,0.15857381353536237,30,16.0,0.035817623125,0.0425889790058136,0.009910863345960148,0.019102732333333334,0.02271412213643392,0.005285793784512079
188,TUV,Tuvalu,1978,1986.0,0.05673163999999997,0.05673163999999997,0.0805631130933761,0.0805631130933761,0.05194921674562081,0.05194921674562081,44,8.0,0.0070914549999999965,0.010070389136672013,0.006493652093202601,0.0012893554545454539,0.0018309798430312752,0.0011806640169459274
189,UGA,Uganda,1967,1995.0,0.2757161,0.2757161,0.212732046842575,0.212732046842575,0.042542248922703196,0.042542248922703196,55,28.0,0.009847003571428573,0.007597573101520536,0.0015193660329536856,0.00501302,0.003867855397137727,0.0007734954349582399
190,UKR,Ukraine,1978,1996.0,1.0,1.0,0.6929752230644227,0.6929752230644227,0.36421544690798413,0.36421544690798413,44,18.0,0.05555555555555555,0.03849862350357904,0.020234191494888008,0.022727272727272728,0.01574943688782779,0.008277623793363276
191,ARE,United Arab Emirates,1971,,,,,,,,51,51.0,,,,,,
192,USA,United states,1789,,,,,,,,233,233.0,,,,,,
193,URY,Uruguay,1830,1918.0,0.08032729999999999,0.84637746,0.0358149632811546,0.4067415595054626,0.0242746116192174,0.20177174048351942,192,88.0,0.0009128102272727271,0.0004069882191040295,0.0002758478593092887,0.0044082159375,0.0021184456224242845,0.001050894481684997
194,UZB,Uzbekistan,1992,,,,,,,,30,30.0,,,,,,
195,VUT,Vanuatu,1979,1980.0,0.031543549999999976,0.031543549999999976,0.0206203963607549,0.0206203963607549,0.0053433587126582305,0.0053433587126582305,43,1.0,0.031543549999999976,0.0206203963607549,0.0053433587126582305,0.0007335709302325576,0.00047954410141290465,0.00012426415610833095
196,VAT,Vatican City,2000,,,,,,,,22,22.0,,,,,,
197,VEN,Venezuela,1830,1858.0,0.4266316,0.7037090699999999,0.0578186996281147,0.6210033893585206,0.04711169017162764,0.1850517884026014,192,28.0,0.015236842857142857,0.0020649535581469536,0.0016825603632724157,0.0036651514062499995,0.0032343926529089617,0.0009638113979302155
198,VDR,Vietnam,1960,1980.0,0.87094739,0.876799196,0.1405510306358337,0.1369155198335647,0.05265152416165997,0.05695867899102125,62,20.0,0.0435473695,0.007027551531791685,0.0026325762080829985,0.014141922516129033,0.002208314836025237,0.0009186883708229233
199,YEM,Yemen Arab Republic,1970,1991.0,0.90959051,0.90959051,0.2161293327808379,0.2161293327808379,0.06557947292125943,0.06557947292125943,52,21.0,0.04331383380952381,0.01029187298956371,0.0031228320438694964,0.01749212519230769,0.0041563333227084215,0.0012611437100242197
200,YUG,Yugoslavia,1921,1931.0,0.74193442,0.92870178,0.2005344331264495,0.6649253368377684,0.035464635480350615,0.13339767551498294,101,10.0,0.074193442,0.02005344331264495,0.0035464635480350615,0.009195067128712871,0.006583419176611568,0.0013207690645047816
201,SRB,Yugoslavia(Serbia),1835,1838.0,0.51687238,0.58373415,0.3331154882907868,0.4475324153900146,0.16793401592713209,0.0778011558160796,187,3.0,0.17229079333333333,0.11103849609692894,0.05597800530904403,0.003121572994652406,0.002393221472673875,0.0004160489615833134
202,ZMB,Zambia,1964,1973.0,0.47087467000000005,0.08888629999999997,0.0246249511837959,0.0305024646222591,0.00708344806061445,0.009546910404904851,58,9.0,0.052319407777777785,0.0027361056870884334,0.0007870497845127167,0.001532522413793103,0.0005259045624527431,0.00016460190353284227
203,ZWE,Zimbabwe,1965,1969.0,0.24702095999999996,0.91338625,0.0763217732310295,0.5553075075149536,0.03265914422727001,0.092030721384043,57,4.0,0.06175523999999999,0.019080443307757374,0.008164786056817502,0.016024320175438596,0.009742236973946555,0.0016145740593691755
