,codes,country,year_1st,year_2nd,1st_2nd_tfidf,1st_current_tfidf,1st_2nd_lda,1st_current_lda,1st_2nd_use,1st_current_use,years_const,years_1st_const,change_1st_2nd_adj_tfidf,change_1st_2nd_adj_lda,change_1st_2nd_adj_use,change_1st_curr_adj_allyears_tfidf,change_1st_curr_adj_allyears_lda,change_1st_curr_adj_allyears_use
69,DEU-FR,Germany Federal Republic,1949,,,,,,,,73,73.0,,,,,,
70,DEU-PRU,Germany(Prussia),1848,1849.0,0.3465321,0.3465321,0.0487931743264198,0.0487931743264198,0.22109064101539844,0.22109064101539844,174,1.0,0.3465321,0.0487931743264198,0.22109064101539844,0.0019915637931034484,0.00028042054210586094,0.0012706358679045887
71,GHA,Ghana,1954,1957.0,0.5464289,0.92925999,0.0244509801268577,0.4558550417423248,0.029049411784315637,0.18310929656514563,68,3.0,0.18214296666666666,0.008150326708952566,0.009683137261438546,0.013665588088235295,0.006703750613857717,0.0026927837730168474
72,GCOL,Great Colombia,1821,,,,,,,,201,201.0,,,,,,
73,GRC,Greece,1952,1968.0,0.3661333,0.4833978,0.0947833582758903,0.1410543471574783,0.039663475700492,0.09285140850576656,70,16.0,0.02288333125,0.005923959892243143,0.00247896723128075,0.006905682857142857,0.0020150621022496902,0.0013264486929395224
74,GRD,Grenada,1974,,,,,,,,48,48.0,,,,,,
75,GTM,Guatemala,1879,1945.0,0.59631887,0.6253681200000001,0.4190846085548401,0.5973128080368042,0.15380799252370547,0.21520880825033117,143,66.0,0.009035134393939393,0.006349766796285456,0.0023304241291470526,0.004373203636363637,0.004177012643614015,0.001504956701051267
76,GIN,Guinea,1958,1982.0,0.54160383,0.77685726,0.1622259616851807,0.0525374114513397,0.1870910690142915,0.3118616537266323,64,24.0,0.02256682625,0.006759415070215862,0.007795461208928813,0.0121383946875,0.0008208970539271828,0.00487283833947863
77,GNB,Guinea Bissau,1973,1984.0,0.5565567,0.31251720000000005,0.1318798810243606,0.2560333013534545,0.18064799616877902,0.22168167545358886,49,11.0,0.05059606363636364,0.01198908009312369,0.01642254510625264,0.006377902040816327,0.005225169415376622,0.004524115825583446
78,GUY,Guyana,1966,1970.0,0.08036863999999999,0.08235663000000004,0.0512563921511173,0.0626019313931465,0.016569125987919597,0.03330747769478637,56,4.0,0.020092159999999998,0.012814098037779324,0.004142281496979899,0.0014706541071428578,0.0011178916320204733,0.0005947763874068994
79,HTI,Haiti,1801,1805.0,0.951775584,0.964873783,0.4030089974403381,0.4493850767612456,0.10950395139256308,0.21983495894891036,221,4.0,0.237943896,0.10075224936008452,0.02737598784814077,0.004365944719457014,0.002033416636928713,0.0009947283210357935
80,HND,Honduras,1839,1848.0,0.50100815,0.8577181700000001,0.0176794528961181,0.6010345816612245,0.025049385323883233,0.16405236472899976,183,9.0,0.05566757222222222,0.0019643836551242336,0.002783265035987026,0.004686984535519126,0.0032843419762908443,0.0008964610094480861
81,HUN,Hungary,1919,1920.0,0.906573996,0.90521472,0.497569054365158,0.5188161134719848,0.21583030060393982,0.18755621869294137,103,1.0,0.906573996,0.497569054365158,0.21583030060393982,0.008788492427184467,0.005037049645359075,0.001820934162067392
82,ISL,Iceland,1874,1920.0,0.92193493,0.11240609999999995,0.289600670337677,0.3573020696640014,0.03388289082381757,0.07845416700177199,148,46.0,0.020042063695652174,0.006295666746471239,0.0007365845831264689,0.0007595006756756753,0.0024142031734054148,0.0005300957229849458
83,IND,India,1949,,,,,,,,73,73.0,,,,,,
84,IDN,Indonesia,1945,2002.0,0.7064452999999999,0.7064452999999999,0.2882114052772522,0.2882114052772522,0.19458490456913602,0.19458490456913602,77,57.0,0.012393777192982455,0.005056340443460565,0.0034137702555988776,0.009174614285714285,0.003743005263340938,0.002527076682716052
85,IRN,Iran,1906,1979.0,0.961645298,0.961645298,0.4762105047702789,0.4762105047702789,0.30092661054330305,0.30092661054330305,116,73.0,0.013173223260273972,0.006523431572195601,0.004122282336209631,0.008290045672413792,0.004105262972157577,0.0025941949184767506
86,IRQ,Iraq,1925,2005.0,0.3720044,0.3720044,0.5247893333435059,0.5247893333435059,0.08871265424481345,0.08871265424481345,97,80.0,0.004650055,0.006559866666793823,0.0011089081780601682,0.003835096907216495,0.005410199312819648,0.0009145634458228191
87,IRL,Ireland,1922,1937.0,0.14736970000000005,0.14736970000000005,0.0828739106655121,0.0828739106655121,0.06430215029366704,0.06430215029366704,100,15.0,0.00982464666666667,0.005524927377700806,0.004286810019577802,0.0014736970000000004,0.000828739106655121,0.0006430215029366704
88,ISR,Israel,1958,,,,,,,,64,64.0,,,,,,
89,ITA,Italy,1848,1947.0,0.6812648800000001,0.6812648800000001,0.3863412141799926,0.3863412141799926,0.16672443676035054,0.16672443676035054,174,99.0,0.006881463434343435,0.003902436506868612,0.0016840852198015206,0.003915315402298851,0.0022203518056321415,0.0009581864181629342
90,JAM,Jamaica,1962,,,,,,,,60,60.0,,,,,,
91,JPN,Japan,1889,1946.0,0.5183336700000001,0.5183336700000001,0.3974321484565735,0.3974321484565735,0.11767798307345256,0.11767798307345256,133,57.0,0.009093573157894738,0.006972493832571465,0.0020645260188325012,0.003897245639097745,0.002988211642530628,0.000884796865213929
92,JOR,Jordan,1946,1952.0,0.41640085000000004,0.41640085000000004,0.2489543557167053,0.2489543557167053,0.052688430627105154,0.052688430627105154,76,6.0,0.06940014166666668,0.04149239261945088,0.008781405104517526,0.005478958552631579,0.0032757152067987537,0.0006932688240408573
93,KAZ,Kazakhstan,1995,,,,,,,,27,27.0,,,,,,
94,KEN,Kenya,1963,2010.0,0.27933764000000005,0.27933764000000005,0.6007279157638551,0.6007279157638551,0.0406062309191334,0.0406062309191334,59,47.0,0.005943354042553192,0.012781445016252236,0.0008639623599815617,0.0047345362711864415,0.010181829080743306,0.0006882412020192102
95,KIR,Kiribati,1979,,,,,,,,43,43.0,,,,,,
96,KOS,Kosovo,2008,,,,,,,,14,14.0,,,,,,
97,KWT,Kuwait,1962,,,,,,,,60,60.0,,,,,,
98,KGZ,Kyrgyz,1993,2007.0,0.63709036,0.5788597,0.1555785834789276,0.1244356110692024,0.04624437608064402,0.03777720226497161,29,14.0,0.04550645428571428,0.011112755962780543,0.0033031697200460015,0.019960679310344828,0.004290883140317324,0.0013026621470679865
99,LAO,Laos,1947,1991.0,0.976843162,0.976843162,0.5581731796264648,0.5581731796264648,0.16342441860642964,0.16342441860642964,75,44.0,0.022200980954545455,0.012685754082419655,0.00371419133196431,0.013024575493333333,0.007442309061686198,0.0021789922480857284
100,LVA,Latvia,1919,1922.0,0.9490029,0.79451677,0.5221588611602783,0.3228850364685058,0.26251183466186234,0.2958207156903023,103,3.0,0.3163343,0.17405295372009277,0.08750394488728745,0.007713755048543689,0.0031348061793058817,0.0028720457834009935
101,LBN,Lebanon,1926,,,,,,,,96,96.0,,,,,,
102,LSO,Lesotho,1966,1983.0,0.11555349999999998,0.06029309999999999,0.0373395793139934,0.0216692183166742,0.18923828353610994,0.004723398218228758,56,17.0,0.006797264705882352,0.0021964458419996115,0.011131663737418232,0.0010766624999999999,0.0003869503270834679,8.434639675408497e-05
103,LBR,Liberia,1847,1986.0,0.32403139999999997,0.32403139999999997,0.2623196840286254,0.2623196840286254,0.12101164189521729,0.12101164189521729,175,139.0,0.0023311611510791366,0.0018871919714289595,0.0008705873517641532,0.0018516079999999998,0.0014989696230207163,0.0006914950965440989
104,LBY,Libya,1951,2011.0,0.6320112,0.6320112,0.4435576796531678,0.4435576796531678,0.18744182560767364,0.18744182560767364,71,60.0,0.01053352,0.007392627994219463,0.0031240304267945605,0.0089015661971831,0.006247291262720673,0.002640025712784136
105,LIE,Liechtenstein,1818,1921.0,0.88074861,0.88074861,0.6919156312942506,0.6919156312942506,0.3070696312706366,0.3070696312706366,204,103.0,0.008550957378640776,0.006717627488293695,0.002981258556025598,0.004317395147058823,0.0033917432906580914,0.0015052432905423361
106,LTU,Lithuania,1922,1928.0,0.04386747000000002,0.07176649999999996,0.042065143585205,0.1897153556346893,0.027023687184543177,0.11356243062991966,100,6.0,0.0073112450000000035,0.007010857264200834,0.0045039478640905295,0.0007176649999999996,0.001897153556346893,0.0011356243062991967
107,LUX,Luxembourg,1868,,,,,,,,154,154.0,,,,,,
108,MKD,Macedonia,1991,,,,,,,,31,31.0,,,,,,
109,MDG,Madagascar,1975,1992.0,0.6517113999999999,0.65886095,0.1157213747501373,0.0997816324234008,0.03079593473387976,0.07296439477836203,47,17.0,0.03833596470588235,0.006807139691184547,0.0018115255725811624,0.014018318085106384,0.002123013455817038,0.0015524339314545112
110,MWI,Malawi,1964,1966.0,0.16276239999999997,0.19145864,0.1102538481354713,0.3583613336086274,0.06391370890433878,0.051143768629027586,58,2.0,0.08138119999999999,0.05512692406773565,0.03195685445216939,0.003301011034482759,0.006178643682907369,0.0008817891142935791
111,MYS,Malaysia,1957,,,,,,,,65,65.0,,,,,,
112,MDV,Maldives,1998,2008.0,0.02152675000000004,0.02152675000000004,0.0947914570569992,0.0947914570569992,0.06621285386104359,0.06621285386104359,24,10.0,0.002152675000000004,0.00947914570569992,0.006621285386104359,0.0008969479166666683,0.003949644044041634,0.002758868910876816
113,MLI,Mali,1969,1974.0,0.32475716,0.55620432,0.0098566189408302,0.010456133633852,0.04717669580306638,0.10818869127587194,53,5.0,0.064951432,0.00197132378816604,0.009435339160613277,0.01049442113207547,0.0001972855402613585,0.0020412960618089045
114,MLT,Malta,1964,,,,,,,,58,58.0,,,,,,
115,MHL,Marshall Islands,1979,,,,,,,,43,43.0,,,,,,
116,MRT,Mauritania,1961,1978.0,0.6297037,0.597766,0.0646872371435165,0.0638319253921508,0.046834853349241645,0.09032801352985143,61,17.0,0.03704139411764706,0.003805131596677441,0.0027549913734848026,0.00979944262295082,0.0010464250064287017,0.0014807871070467446
117,MUS,Mauritius,1968,,,,,,,,54,54.0,,,,,,
118,MEX,Mexico,1824,1836.0,0.5651374,0.53945062,0.1159958094358444,0.3537448644638062,0.07026296421396283,0.10413019017664049,198,12.0,0.047094783333333334,0.009666317452987032,0.005855247017830236,0.002724498080808081,0.0017865902245646778,0.0005259100513971742
119,FSM,Micronesia,1981,,,,,,,,41,41.0,,,,,,
120,MDA,Moldova,1978,1994.0,0.997548769,0.997548769,0.6756809949874878,0.6756809949874878,0.06204375829361364,0.06204375829361364,44,16.0,0.0623467980625,0.04223006218671799,0.0038777348933508524,0.02267156293181818,0.015356386249715632,0.0014100854157639462
121,MCO,Monaco,1962,,,,,,,,60,60.0,,,,,,
122,MNG,Mongolia,1924,1940.0,0.89710654,0.957355063,0.343592256307602,0.5534961223602295,0.12427614993237723,0.15288965061429804,98,16.0,0.05606915875,0.021474516019225124,0.007767259370773577,0.009768929214285713,0.005647919615920709,0.0015600984756561024
123,MNE,Montenegro,1905,1992.0,0.8488825600000001,0.83536984,0.6400429010391235,0.5056988596916199,0.11370926262786563,0.1010909685779311,117,87.0,0.009757270804597701,0.007356814954472685,0.0013070030187110992,0.007139913162393163,0.004322212475996751,0.0008640253724609495
124,MAR,Morocco,1962,1970.0,0.4512581,0.5246408,0.2355748265981674,0.2366051822900772,0.04193180918883799,0.14965654103832216,60,8.0,0.0564072625,0.029446853324770924,0.005241476148604748,0.008744013333333333,0.0039434197048346204,0.002494275683972036
125,MOZ,Mozambique,1975,1990.0,0.29684913,0.8376128700000001,0.1510461270809173,0.2215165793895721,0.15275468700116268,0.22889705320534326,47,15.0,0.019789942,0.010069741805394487,0.010183645800077513,0.017821550425531917,0.004713118710416428,0.004870150068198793
126,MMR,Myanmar,1947,1962.0,0.6462969199999999,0.982765684,0.692545771598816,0.4439622759819031,0.3081018992564276,0.10787741173055387,75,15.0,0.04308646133333333,0.04616971810658774,0.020540126617095176,0.013103542453333334,0.005919497013092041,0.0014383654897407183
127,NAM,Namibia,1990,,,,,,,,32,32.0,,,,,,
128,NRU,Nauru,1968,,,,,,,,54,54.0,,,,,,
129,NPL,Nepal,1948,1959.0,0.88118215,0.83632492,0.4058415889739989,0.4194623231887817,0.0915864319926476,0.23072081535598432,74,11.0,0.08010746818181819,0.036894689906727174,0.008326039272058872,0.011301688108108108,0.005668409772821374,0.0031178488561619503
130,NLD,Netherlands,1795,1815.0,0.973239359,0.973239359,0.6349940299987792,0.6349940299987792,0.32859160325384795,0.32859160325384795,227,20.0,0.04866196795,0.031749701499938957,0.016429580162692397,0.004287398057268722,0.0027973305286289833,0.0014475401024398589
131,NZL,New zealand,1852,,,,,,,,170,170.0,,,,,,
132,NIC,Nicaragua,1858,1893.0,0.57110515,0.77637859,0.0695789456367492,0.6927096247673035,0.010886710132475219,0.08684611184159419,164,35.0,0.016317289999999998,0.0019879698753356915,0.0003110488609278634,0.0047340157926829265,0.004223839175410387,0.000529549462448745
133,NER,Niger,1960,1989.0,0.88181572,0.7514194,0.0292198918759822,0.0837825089693069,0.04217074801526055,0.1512387380966288,62,29.0,0.030407438620689654,0.0010075824784821449,0.0014541637246641569,0.012119667741935482,0.0013513307898275306,0.002439334485429497
