code,country,st_const_year,nd_const_year,st_2nd_tfidf,st_current_tfidf,st_2nd_lda,st_current_lda,st_2nd_use,st_current_use,st_2nd_stm,st_current_stm,constitutional_time,first_regime_time,st_2nd_tfidf_adj,st_2nd_lda_adj,st_2nd_use_adj,st_2nd_stm_adj,st_curr_tfidf_adj,st_curr_lda_adj,st_curr_use_adj,st_curr_stm_adj,tfidf_distance,lda_distance,use_distance,stm_distance,gov_debt_gdp_2015,gov_debt_gdp_2016,gov_debt_gdp_2017,gov_debt_gdp_2018,gov_debt_gdp_2019,gov_debt_gdp_2020,gov_debt_lcu_2005,gov_debt_lcu_2013,gov_debt_lcu_2014,gov_debt_lcu_2015,gov_debt_lcu_2016,gov_debt_lcu_2017,gov_debt_lcu_2018,gov_debt_lcu_2019,gov_debt_lcu_2020,ext_debt_serv_ppg_2000,ext_debt_serv_ppg_2001,ext_debt_serv_ppg_2002,ext_debt_serv_ppg_2003,ext_debt_serv_ppg_2004,ext_debt_serv_ppg_2005,ext_debt_serv_ppg_2013,ext_debt_serv_ppg_2014,ext_debt_serv_ppg_2015,ext_debt_serv_ppg_2016,ext_debt_serv_ppg_2017,ext_debt_serv_ppg_2018,ext_debt_serv_ppg_2019,ext_debt_serv_ppg_2020,health_expend_2003,health_expend_2004,health_expend_2005,health_expend_2013,health_expend_2014,health_expend_2015,health_expend_2016,health_expend_2017,health_expend_2018,health_expend_2019,health_expend_2020,gdp_2013,gdp_2014,gdp_2015,gdp_2016,gdp_2017,gdp_2018,gdp_2019,gdp_2020,gdp_capita_lcu_2013,gdp_capita_lcu_2014,gdp_capita_lcu_2015,gdp_capita_lcu_2016,gdp_capita_lcu_2017,gdp_capita_lcu_2018,gdp_capita_lcu_2019,gdp_capita_lcu_2020,gdp_capita_2013,gdp_capita_2014,gdp_capita_2015,gdp_capita_2016,gdp_capita_2017,gdp_capita_2018,gdp_capita_2019,gdp_capita_2020,gdp_capita_ppp_2013,gdp_capita_ppp_2014,gdp_capita_ppp_2015,gdp_capita_ppp_2016,gdp_capita_ppp_2017,gdp_capita_ppp_2018,gdp_capita_ppp_2019,gdp_capita_ppp_2020,gni_constprice_2013,gni_constprice_2014,gni_constprice_2015,gni_constprice_2016,gni_constprice_2017,gni_constprice_2018,gni_constprice_2019,gni_constprice_2020,gni_2013,gni_2014,gni_2015,gni_2016,gni_2017,gni_2018,gni_2019,gni_2020,gov_consum_gdp_2013,gov_consum_gdp_2014,gov_consum_gdp_2015,gov_consum_gdp_2016,gov_consum_gdp_2017,gov_consum_gdp_2018,gov_consum_gdp_2019,gov_consum_gdp_2020,g_gov_consum_2013,g_gov_consum_2014,g_gov_consum_2015,g_gov_consum_2016,g_gov_consum_2017,g_gov_consum_2018,g_gov_consum_2019,g_gov_consum_2020,gini_2013,gini_2014,gini_2015,gini_2016,gini_2017,gini_2018,gini_2019,gini_2020,gov_exp_edu_2013,gov_exp_edu_2014,gov_exp_edu_2015,gov_exp_edu_2016,gov_exp_edu_2017,gov_exp_edu_2018,gov_exp_edu_2019,gov_exp_edu_2020,hci_2017,hci_2018,hci_2019,hci_2020,share_highest_10_2000,share_highest_10_2001,share_highest_10_2002,share_highest_10_2003,share_highest_10_2004,share_highest_10_2005,share_highest_10_2013,share_highest_10_2014,share_highest_10_2015,share_highest_10_2016,share_highest_10_2017,share_highest_10_2018,share_highest_10_2019,share_highest_10_2020,share_lowest_10_2013,share_lowest_10_2014,share_lowest_10_2015,share_lowest_10_2016,share_lowest_10_2017,share_lowest_10_2018,share_lowest_10_2019,share_lowest_10_2020,gdp_deflator_2015,gdp_deflator_2016,gdp_deflator_2017,gdp_deflator_2018,gdp_deflator_2019,gdp_deflator_2020,inflation_consum_2014,inflation_consum_2015,inflation_consum_2016,inflation_consum_2017,inflation_consum_2018,inflation_consum_2019,inflation_consum_2020,life_expectancy_2013,life_expectancy_2014,life_expectancy_2015,life_expectancy_2016,life_expectancy_2017,life_expectancy_2018,life_expectancy_2019,life_expectancy_2020,milit_expend_gdp_2000,milit_expend_gdp_2001,milit_expend_gdp_2002,milit_expend_gdp_2003,milit_expend_gdp_2004,milit_expend_gdp_2005,milit_expend_gdp_2013,milit_expend_gdp_2014,milit_expend_gdp_2015,milit_expend_gdp_2016,milit_expend_gdp_2017,milit_expend_gdp_2018,milit_expend_gdp_2019,milit_expend_gdp_2020,multi_poverty_2014,multi_poverty_2015,multi_poverty_2016,multi_poverty_2017,multi_poverty_2018,multi_poverty_2019,multi_poverty_2020,populationtotal2000,populationtotal2001,populationtotal2002,populationtotal2003,populationtotal2004,populationtotal2005,populationtotal2013,populationtotal2014,populationtotal2015,populationtotal2016,populationtotal2017,populationtotal2018,populationtotal2019,populationtotal2020,pv_deb_gni_2020,pv_debt_curr_2020,area,imf_credi_2000,imf_credi_2001,imf_credi_2002,imf_credi_2003,imf_credi_2004,imf_credi_2005,imf_credi_2013,imf_credi_2014,imf_credi_2015,imf_credi_2016,imf_credi_2017,imf_credi_2018,imf_credi_2019,imf_credi_2020,n_fdi_2016,n_fdi_2017,n_fdi_2018,n_fdi_2019,n_fdi_2020,g_gdp_2016,g_gdp_2017,g_gdp_2018,g_gdp_2019,g_gdp_2020,gni_capita_atlas_2016,gni_capita_atlas_2017,gni_capita_atlas_2018,gni_capita_atlas_2019,gni_capita_atlas_2020,gni_capita_ppp_2017,gni_capita_ppp_2018,gni_capita_ppp_2019,gni_capita_ppp_2020,total_debt_service_gni_2016,total_debt_service_gni_2017,total_debt_service_gni_2018,total_debt_service_gni_2019,total_debt_service_gni_2020,control_corruption_2011,control_corruption_2012,control_corruption_2013,control_corruption_2014,control_corruption_2015,control_corruption_2016,control_corruption_2017,control_corruption_2018,control_corruption_2019,control_corruption_2020,gov_effectiveness_2011,gov_effectiveness_2012,gov_effectiveness_2013,gov_effectiveness_2014,gov_effectiveness_2015,gov_effectiveness_2016,gov_effectiveness_2017,gov_effectiveness_2018,gov_effectiveness_2019,gov_effectiveness_2020,political_stability_2011,political_stability_2012,political_stability_2013,political_stability_2014,political_stability_2015,political_stability_2016,political_stability_2017,political_stability_2018,political_stability_2019,political_stability_2020,regulatory_quality_2011,regulatory_quality_2012,regulatory_quality_2013,regulatory_quality_2014,regulatory_quality_2015,regulatory_quality_2016,regulatory_quality_2017,regulatory_quality_2018,regulatory_quality_2019,regulatory_quality_2020,rule_of_law_2011,rule_of_law_2012,rule_of_law_2013,rule_of_law_2014,rule_of_law_2015,rule_of_law_2016,rule_of_law_2017,rule_of_law_2018,rule_of_law_2019,rule_of_law_2020,voice_accountability_2011,voice_accountability_2012,voice_accountability_2013,voice_accountability_2014,voice_accountability_2015,voice_accountability_2016,voice_accountability_2017,voice_accountability_2018,voice_accountability_2019,voice_accountability_2020,real_interest_rate_2013,real_interest_rate_2014,real_interest_rate_2015,real_interest_rate_2016,real_interest_rate_2017,real_interest_rate_2018,real_interest_rate_2019,real_interest_rate_2020,length_estimate_lastcons,length_lastconst,col_belgium,col_britain,col_france,col_germany,col_italy,col_netherlands,col_portugal,col_spain,ahdi_1870,ahdi_1880,ahdi_1890,ahdi_1900,ahdi_1913,ahdi_1925,ahdi_1929,ahdi_1933,ahdi_1938,ahdi_1950,ahdi_1955,ahdi_1960,ahdi_1965,ahdi_1970,ahdi_1975,ahdi_1980,ahdi_1985,ahdi_1990,ahdi_1995,ahdi_2000,ahdi_2005,ahdi_2007,ahdi_2010,ahdi_2015,legor_uk,legor_fr,legor_ge,legor_sc,legor_so,num_amendments,num_constitutions,log_gdp_capita_2020,log_gdp_capita_2019,log_gdp_capita_2017,log_gdp_capita_2018,log_gdp_capita_2016,log_gdp_capita_2015,log_average_gdp2015_19,log_average_gdp
AFG,Afghanistan,1923,1931,.35363039,.30351681,.49020395,.63414854,.055123296,.16696404,.18080947,.35145795,99,8,.044203799,.061275493,.006890412,.022601184,.0030658264,.0064055407,.0016865055,.0035500803,2.5546672,2.182415,.27216372,1.8524201,,,,,,,,,,,,,,,,,,,,,,11683362.4,21248292.7,27416416.2,30269882.9,30597878.7,32675060.7,32780042,28700402.1,.65096337,.5429256,.5291841,.44335812,.47265655,.52267283,.60012823,.64313394,.54922014,1.0844309,,20146404996.22303,20497126770.13353,19134211763.85902,18116562464.90881,18753469630.25858,18053228578.88776,18799450742.78229,20116137325.82055,35290.492,35254.453,35531.195,34562.246,35415.926,35717.563,38631.137,39747.109,624.31543,614.22333,556.0072,512.01276,516.67987,485.66843,494.17935,516.74786,2015.5148,2069.4241,2087.3054,1981.118,2058.4001,2082.6357,2152.3665,2078.6487,,,19307190568.06908,,,,,,20216694880.47242,20494754799.91916,19307190568.06908,18297097175.37224,19000254382.50964,18240838101.73898,19098305631.2786,20304823185.27051,,,,,,,,,,,,,,,,,,,,,,,,,3.4544599,3.69522,3.2558,3.5119801,3.3733101,3.19979,3.2137799,,.389,.39348924,,.40028414,,,,,,,,,,,,,,,,,,,,,,,2.4475629,-2.1975265,2.4036562,2.0713487,6.5214801,7.8216672,4.673996,-.66170919,4.3838921,4.9759517,.62614918,2.3023725,,62.525002,62.966,63.376999,63.763,64.129997,64.486,64.833,65.172997,,,,,2.431258,1.9920657,1.0769497,1.2980129,.9945758,.95677215,.94522679,1.0067463,1.1182306,1.3696845,,,.27000001,,,,.26499999,20779957,21606992,22600774,23680871,24726689,25654274,32269592,33370804,34413603,35383028,36296111,37171922,38041757,38928341,9.8498764,2000000000,652860,,,,,,,375643371.2,334839124.6,300161714.8,276984768,284853905.2,274596496.6,276923268.4,628740557.2,-79585268.7492387,-40273161.0002353,-80631404.0721353,2916492.92940283,24258330.1122418,2.2603142,2.6470032,1.1892282,3.9116035,-2.3511007,550,530,510,520,500,2090,2100,2190,2100,.32883447,.33493125,.34697881,.29093504,.22599217,-1.579174,-1.419741,-1.43651,-1.354829,-1.342216,-1.526172,-1.515626,-1.487624,-1.400733,-1.475405,-1.448444,-1.360196,-1.3853821,-1.332015,-1.323176,-1.226401,-1.325545,-1.453096,-1.463065,-1.523115,-2.5020599,-2.418561,-2.5193491,-2.411068,-2.5712221,-2.6710539,-2.801084,-2.763864,-2.6555309,-2.7298081,-1.540586,-1.193118,-1.193137,-1.1181819,-.99737108,-1.327688,-1.336691,-1.1332771,-1.12069,-1.378587,-1.896546,-1.6430809,-1.597348,-1.445761,-1.504086,-1.4984781,-1.562423,-1.6640379,-1.713714,-1.8076971,-1.335977,-1.2674299,-1.240068,-1.135445,-1.117563,-1.037838,-.99085408,-1.011603,-1.0067919,-1.083459,9.7844963,14.351689,12.252548,17.583939,12.141178,,,,10141,10227,0,0,0,0,0,0,0,0,,,,,,,,,,.051462822,.055723645,.061458949,.071790881,.084989689,.074123822,.078632146,.089904308,.090208732,.07384856,.071326599,.12708127,.14606184,.16694815,.20486981,0,1,0,0,0,4,7,7.6394734,7.6743231,7.6296844,7.6413894,7.5914168,7.6436291,7.6360884,7.6360884
ALB,Albania,1925,1928,.51344734,.63634098,.43747336,.78862238,.082878165,.10210306,.52674502,.7516436,97,3,.17114912,.14582446,.027626056,.17558166,.0065602162,.0081301276,.0010526088,.0077489028,2.8180892,2.4124501,.7783798,3.2962923,79.864418,80.73558,,,,,,952877800000,1023040800000,1145500940000,1188814490000,,,,,16514240.6,18006135.1,37376310.9,41247994.9,57478154,63286184.4,196787971.1,255135298.7,589275619.5,274930666.7,305196417.4,673540925,368381824,640833467.2,2.6703534,2.820827,2.6653178,2.5777564,2.5936172,2.7313483,2.8037052,2.6750717,2.8249946,,,12776220507.01624,13228147516.1168,11386850129.84105,11861199830.83956,13019689336.69186,15156432309.89766,15400242874.8812,14887629268.29268,466324.72,482954.22,497901.72,511970.53,539644.44,571010.56,592717.5,569988.38,4413.062,4578.6333,3952.8025,4124.0552,4531.0195,5287.6636,5395.6597,5246.0962,10570.964,11259.268,11658.905,12078.843,12770.964,13498.116,13998.025,13412.098,11132891136,11243211776,11521808375.08544,11951738880,12244443136,12691841024,12811367424,,12996539294.32607,13349419700.41714,11521808375.08544,12053832974.20303,13051480688.49706,15137993151.16697,15198661275.11133,14637399664.97929,11.025494,11.451868,11.110636,11.269315,11.498401,11.28656,11.348154,12.07134,2.9069972,6.3945513,-1.1039782,4.6968317,3.1616089,.71359754,2.9147091,1.5774221,,34.599998,32.799999,33.700001,33.099998,30.1,30.799999,,3.5393,,3.4379699,3.96209,3.6117201,,3.94576,,.62099999,.62866628,,.63425094,,,25.4,,,24.299999,,25.5,24.799999,25,24.6,22.700001,23.799999,,,2.9000001,3.2,3,3.0999999,3.2,3.4000001,,.56399137,-.63265342,1.4510627,1.4730581,1.2210095,-.44764906,1.6258651,3.5012083,-.3673172,2.0605984,2.0280597,1.4110907,1.6208866,77.554001,77.813004,78.025002,78.194,78.333,78.458,78.572998,78.685997,1.2463602,1.3092914,1.3200345,1.3368429,1.381158,1.3500049,1.4089822,1.346516,1.1623038,1.103581,1.1086963,1.1612661,1.2910872,1.5354648,,,,,,,,3089027,3060173,3051010,3039616,3026939,3011487,2895092,2889104,2880703,2876101,2873457,2866376,2854191,2837849,37.574982,5500000000,28750,148425248,141638832,144218240,159415248,169099904,158243424,96755520.40000001,150856823.2,243583720.9,387084192,488777110.1,470321203.4,447707759.2,627019436.4,-1037328978.03745,-1128922245.43328,-1208920405.82958,-1161056359.18128,-1019647592.46952,3.3149807,3.8022275,4.0193596,2.11342,-3.9553978,4320,4290,4860,5230,5210,12800,13480,13810,13190,4.8980818,3.9309001,7.1745334,4.2721314,7.8518043,-.68298662,-.72649091,-.69843191,-.54816347,-.47903511,-.4051488,-.4207218,-.47863209,-.5330888,-.54019612,-.2082341,-.2678901,-.31714699,-.085934803,.0100208,.0130421,.076848902,.057239901,-.062213201,-.1357432,-.28237939,-.14363161,.091929801,.4859862,.34612909,.3446447,.3784748,.37051561,.1111686,.083936296,.23293599,.1991688,.2097187,.2219903,.1866678,.18902209,.223364,.2541973,.2738677,.2371311,-.45534539,-.5202896,-.51807392,-.33795741,-.3283079,-.32899961,-.4043231,-.4033851,-.41109329,-.35829431,.0623338,.022064099,.048892599,.1437607,.1571486,.17092671,.2037846,.1807338,.1427107,.0873399,9.5103979,6.3245573,7.2724924,7.4137235,4.700727,4.3947053,4.9938483,6.5980182,12877,13747,0,0,0,0,0,0,0,0,.031549022,.029441629,.030350104,.032454699,.055314321,.075832918,.08346428,.092284516,.092301227,.1265229,.13408092,.14502783,.15401474,.1748983,.1925751,.2170168,.23754519,.25934485,.37407658,.41891208,.4705624,.49453506,.49800956,.48883164,0,1,0,0,0,16,6,9.503912,9.5466719,9.4549294,9.5103054,9.3992109,9.3638258,9.4549885,9.4549885
DZA,Algeria,1963,1996,.65094715,.65094715,.53683972,.53683972,.13296872,.13296872,.48390803,.48390803,59,33,.019725671,.01626787,.004029355,.01466388,.011033002,.0090989787,.0022537073,.008201831,.65094715,.53683972,.13296872,.48390803,,,,,,,,,,,,,,,,4271461974.4,4147311295.1,3753167766.7,3824881075,5103103560.9,5082664547.1,301282378.8,238547762.6,187944391.8,165886105.6,166253005.3,147482494,115526920,98968164.7,2.7617898,2.5288203,2.2416713,4.2883034,4.7145429,4.9170003,4.4724493,4.141408,4.0581951,4.0581779,,209755003250.664,213810024944.4644,165979279263.1744,160034163871.4547,170097014589.1343,174910878623.0486,171767403748.1902,145009181490.6198,436493.44,442625,420677.56,431912,456065.53,482933.69,476181.28,419232.91,5499.5874,5493.0566,4177.8896,3946.4524,4109.6982,4142.0186,3989.6682,3306.8582,13056.803,13003.267,12015.641,11624.341,11737.401,11909.93,12009.248,11324.235,150529884160,155906555904,161667252615.417,169141387264,170500358144,170676305920,172439945216,164519051264,205600314482.842,208874396554.9337,161667252615.417,158474001558.8009,167558973804.4389,170507068128.837,167568133680.0901,142064920395.5298,19.135775,19.531019,21.560347,20.889862,18.950413,17.20203,16.885958,20.112816,.80000001,1.1,3.0999999,1.3,2.8,2.3,1.9,-.30000001,,,,,,,,,,,,7.3443599,6.5053802,5.8663502,6.1003599,,.523,.53199393,,.53455645,,,,,,,,,,,,,,,,,,,,,,,-6.4556503,1.5488806,6.3906546,6.8629365,-.46802491,-5.5084877,2.9169269,4.7844472,6.3976946,5.591116,4.26999,1.9517682,2.4151309,75.661003,75.877998,76.089996,76.297997,76.499001,76.693001,76.879997,77.063004,3.4333856,3.8206954,3.7008293,3.2512109,3.2838845,2.8341784,4.8445091,5.5484834,6.2702427,6.3849292,5.9243832,5.4678245,6.0210462,6.6599936,,,,,,,,31042238,31451513,31855110,32264159,32692153,33149720,38140135,38923688,39728020,40551398,41389174,42228415,43053054,43851043,.7742939,1100000000,2381740,1885510144,1679854592,1505040256,1178931448.8,842694272,183861296,1845204853.8,1735936449.6,1660361592.5,1610758144,1706376276.2,1666425596.1,1656880871,1725708072,-1591723072.05371,-1238809875.76889,-619904539.936102,-1350051614.14718,-1111241668.35736,3.2,1.3,1.1,1,-5.0999999,4370,3950,3980,4010,3570,11560,11610,11720,11090,.22505511,.14301527,.12736449,.11619541,.12294839,-.54456037,-.50325179,-.47333699,-.59999877,-.64561152,-.67776012,-.60183012,-.65687001,-.62114853,-.64184552,-.56462228,-.53240132,-.53446788,-.47800601,-.50112778,-.53130442,-.59196872,-.52737832,-.51639992,-.52584368,-1.360561,-1.325043,-1.202371,-1.1905349,-1.09016,-1.097526,-.91579908,-.83611959,-1.044343,-.8601653,-1.189574,-1.276868,-1.16597,-1.282962,-1.173605,-1.1718791,-1.1942199,-1.226688,-1.303447,-1.291494,-.80762541,-.77224147,-.6894263,-.77327043,-.86400819,-.85760391,-.86366248,-.74096608,-.81570828,-.78031772,-1.0041209,-.9060266,-.89335322,-.81519812,-.84906518,-.86288929,-.90406609,-1.000405,-1.056199,-1.102139,8.1008625,8.3256054,15.453259,6.3527231,1.5126754,1.064039,8.507844,14.295979,10252,10013,0,0,1,0,0,0,0,0,.041522149,.041779663,.04778349,.05407906,.065111846,.067131147,.071937911,.074098796,.078910775,.10075741,.10180432,.089117967,.11230738,.12651856,.14372185,.17830163,.20691198,.24646749,.24865322,.27114046,.28501841,.2912803,.30094576,.32660726,0,1,0,0,0,8,2,9.3347006,9.3934326,9.3705359,9.385128,9.3608561,9.3939648,9.3807831,9.3807831
AND,Andorra,1993,,,,,,,,,,29,29,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.638351,3.3686247,3.7328196,4.1172142,4.1824179,4.3348432,4.3563628,4.5937915,4.5867023,4.6636825,,3193704343.206269,3271808157.300385,2789870187.506935,2896679211.866283,3000180750.112969,3218316013.226264,3155065487.518191,,29770.211,31089.467,32240.201,33855.488,34491.734,35389.441,36533.586,32457.129,39540.727,41303.93,35770.777,37475.637,38964.906,41791.969,40897.332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.50616,3.0742099,3.28035,3.2370701,3.2170899,3.2467201,3.15061,,,,,,,,,,,,,,,,,,,,,,,,,,,,.66058898,.34779537,1.1365093,1.0124785,1.3747535,1.0580957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65390,67344,70048,73180,76250,78871,80770,79213,77993,77295,76997,77008,77146,77265,,,470,,,,,,,,,,,,,,,,,,-320300855.908451,,3.7096782,.3460719,1.5887655,2.0155478,-11.952693,,,,,,,,,,,,,,,1.279336,1.267989,1.260759,1.225432,1.218931,1.228804,1.245126,1.239041,1.234696,1.314374,1.504564,1.531209,1.539562,1.71831,1.786852,1.860076,1.9403009,1.943918,1.908389,1.8255939,1.302488,1.290351,1.283926,1.286593,1.391288,1.413419,1.421869,1.417627,1.6022021,1.618512,1.617491,1.568978,1.567499,.88506651,.91294038,.87144291,1.209727,1.193258,1.228282,1.339709,1.407784,1.407694,1.408947,1.64189,1.575856,1.578047,1.605818,1.607841,1.580232,1.698638,1.360453,1.433838,1.406642,1.165939,1.194477,1.176598,1.161647,1.036913,1.110124,1.0890681,,,,,,,,,8453,8740,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,
AGO,Angola,1975,2010,.31744343,.31744343,.57162255,.57162255,.30541143,.30541143,.4893184,.4893184,47,35,.0090698125,.016332073,.0087260408,.013980526,.0067541157,.012162182,.0064981151,.01041103,.31744343,.57162255,.30541143,.4893184,,,,,,,,,,,,,,,,1679565380.7,2208991179.1,1424848885.4,1476277082.3,1867698095.1,2545708455.8,4843249420.6,6783216194,6382829772.4,9385209253,8149596326,9312681448.299999,10837950464,6886069353.1,1.4655967,1.6866349,1.278759,1.6951674,1.3181601,1.2342408,1.1975367,1.29187,1.0687841,1.0443474,,136709862831.1937,145712200312.5051,116193649124.1514,101123851090.4554,122123822333.5905,101353230784.5937,89417190341.25328,58375976292.96779,507192.19,531659.88,500290.53,573791.31,679560.44,831805.25,1025024.1,1027084.1,5254.8813,5408.4116,4166.98,3506.0732,4095.8101,3289.644,2809.626,1776.1669,7682.4756,8179.2979,7337.5698,7103.2266,7310.8965,7099.9722,6952.4194,6445.4331,100548616192,107276140544,110286109906.0725,107170308096,105738231808,101615640576,100050632704,95006613504,126809806035.7466,136862298383.3558,110286109906.0725,95850167792.3992,114618206700.9812,93523683283.39049,81900890781.2989,53451976292.96779,21.621948,17.97566,16.432833,13.880682,12.935822,10.474545,10.004121,10.15459,21.38253,-14.138781,-8.7812128,-10.528711,.27406567,-1.7086174,-1.5994223,-14.097352,,,,,,51.299999,,,3.8720601,2.9305501,3.4869001,2.75494,2.4668801,2.0446999,1.82118,,.361,.36019096,,.36240539,40.200001,,,,,,,,,,,39.599998,,,,,,,,1.3,,,-3.5183864,21.77424,22.614511,29.065954,28.090677,9.3852215,7.2803874,9.1503725,30.695313,29.843586,19.628607,17.081215,,58.054001,58.776001,59.397999,59.924999,60.379002,60.782001,61.146999,61.487,6.3926029,4.524354,2.8699324,3.7614791,3.4711802,3.692241,4.4552393,4.6984544,3.1054263,2.7333407,2.5079854,1.8717759,1.6437403,1.615852,,.264,,,,,,16395477,16945753,17519418,18121477,18758138,19433604,26015786,26941773,27884380,28842482,29816769,30809787,31825299,32866268,82.316879,44000000000,1246700,355705664,343098144,371160672,405682628,423985120,390203040,1478598084,914027909.7,532051255.4,395881504,388801462.9,1374114587.4,1861295679.9,2992458754.3,452522618.92,8749300466.089911,6461790580.60511,1749052912.30147,1956982582.07454,-2.5800498,-.14721294,-2.0036297,-.62464434,-5.3999872,3770,3450,3210,2970,2140,6860,6550,6370,5900,11.43401,7.9797764,11.811264,14.207219,15.821615,-1.344277,-1.26847,-1.309463,-1.443944,-1.395014,-1.439528,-1.410953,-1.139192,-1.054451,-.92709309,-1.153529,-.98969948,-1.22359,-1.124248,-1.000327,-1.03597,-1.026034,-1.045002,-1.11754,-1.181797,-.36923781,-.38932249,-.3912335,-.33323199,-.50089782,-.31589881,-.380449,-.33569181,-.35852501,-.520679,-1.0977761,-.96977812,-1.054224,-.98845887,-.90918553,-1.00138,-1.042228,-.87768263,-.89403749,-.90850168,-1.265322,-1.269484,-1.267944,-1.118245,-1.081989,-1.087554,-1.101168,-1.0483429,-1.054597,-.96317148,-1.125478,-1.076247,-1.113843,-1.145494,-1.177248,-1.1396,-1.097939,-.90630341,-.7835322,-.81062818,12.610731,12.380599,21.144182,-4.9220066,-5.5526962,-6.4997392,-6.8664718,9.3894529,25678,27181,0,0,0,0,0,0,1,0,.019288933,.019341975,.019458048,.027243875,.027388358,.027329287,.027495064,.027013954,.031004183,.035545722,.037707303,.040831629,.050028745,.057617486,.072544165,.081892326,.089598589,.10076391,.11372318,.12077293,.15204792,.17039111,.18970391,.21039943,0,1,0,0,0,4,2,8.7711267,8.8468447,8.8971214,8.8678465,8.8683043,8.9007626,8.8761759,8.8761759
ATG,Antigua Barbuda,1981,,,,,,,,,,41,41,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3466551,2.9693727,2.7781031,3.0896056,3.4742765,3.1565826,2.8605776,2.7378678,2.9141672,2.5964553,,1181448148.148148,1249733333.333333,1336692592.592592,1436585185.185185,1467977777.777778,1605944444.444444,1687533333.333333,1370281481.481481,34858.594,36454.27,38570.391,41036.605,41535.656,45034.898,46916.953,37780.41,12910.591,13501.581,14285.33,15198.743,15383.576,16679.592,17376.65,13992.744,18797.627,19039.004,18911.307,19920.266,19840.283,21521.885,22774.174,18241.869,,,1252478555.555556,,,,,,1142788111.111111,1188978481.481481,1252478555.555556,1339483000,1389228037.037037,1527993259.259259,1581477851.851852,1345593296.296296,17.172899,16.717049,16.260942,15.741504,16.027231,15.242205,15.091289,19.336113,,,,,,,,,,,,,,,,,,,,2.4308,2.4484799,2.6440799,2.82215,3.32162,,.57821697,,.5957039,,,,,,,,,,,,,,,,,,,,,,,3.0175037,1.8736715,-.9298622,2.3528163,.20807698,1.7449863,1.0894415,.96899348,-.48943779,2.432488,1.207158,1.431356,.62598974,76.218002,76.348999,76.483002,76.616997,76.751999,76.885002,77.015999,77.146004,,,,,,,,,,,,,,,,,,,,,,76007,77212,78298,79311,80347,81462,91510,92562,93571,94520,95425,96282,97115,97928,,,440,,,,,,,,,,,,,,,-59449394.19469,-139634744.2547,-205887574.265817,-128315092.05578,-81692111.42134701,5.496459,3.1443233,6.8836408,4.862236,-20.192371,13580,14320,15880,16420,13750,18780,20480,21340,17910,,,,,,1.279336,1.267989,1.260759,.6400556,.68992758,.69380391,.24428751,.2775422,.27840689,.27528071,.48681521,.4858532,.490504,-.069620699,.2271785,.26522371,.0113757,-.0082157003,-.0041234,-.149707,.95758832,.97578812,.95886338,.98455071,1.004725,.87860721,.74804503,.84085691,.95355523,.93389332,.63573658,.60438228,.60655117,.53296661,.37407821,.34146121,.25308761,.41393119,.48542961,.51256591,.94943959,.95149893,.83772367,-.1772965,.58978111,.50882143,.44580829,.4153409,.40523419,.4520202,.51117468,.64005703,.61895567,.55871081,.59499282,.6336627,.60857952,.57006472,.73324227,.74485582,11.003046,8.0072746,6.6178846,7.5596848,10.335973,6.4714541,8.3858032,5.8369966,35226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,,1,9.8114748,10.033382,9.8954697,9.9768257,9.8994932,9.8475151,9.9305372,9.9305372
