code,country,st_const_year,nd_const_year,st_2nd_tfidf,st_current_tfidf,st_2nd_lda,st_current_lda,st_2nd_use,st_current_use,st_2nd_stm,st_current_stm,first_regime_time,st_2nd_tfidf_adj,st_2nd_lda_adj,st_2nd_use_adj,st_2nd_stm_adj,st_curr_tfidf_adj,st_curr_lda_adj,st_curr_use_adj,st_curr_stm_adj,tfidf_distance,lda_distance,use_distance,stm_distance,gov_debt_gdp_2015,gov_debt_gdp_2016,gov_debt_gdp_2017,gov_debt_gdp_2018,gov_debt_gdp_2019,gov_debt_gdp_2020,gov_debt_lcu_2005,gov_debt_lcu_2013,gov_debt_lcu_2014,gov_debt_lcu_2015,gov_debt_lcu_2016,gov_debt_lcu_2017,gov_debt_lcu_2018,gov_debt_lcu_2019,gov_debt_lcu_2020,ext_debt_serv_ppg_2000,ext_debt_serv_ppg_2001,ext_debt_serv_ppg_2002,ext_debt_serv_ppg_2003,ext_debt_serv_ppg_2004,ext_debt_serv_ppg_2005,ext_debt_serv_ppg_2013,ext_debt_serv_ppg_2014,ext_debt_serv_ppg_2015,ext_debt_serv_ppg_2016,ext_debt_serv_ppg_2017,ext_debt_serv_ppg_2018,ext_debt_serv_ppg_2019,ext_debt_serv_ppg_2020,health_expend_2003,health_expend_2004,health_expend_2005,health_expend_2013,health_expend_2014,health_expend_2015,health_expend_2016,health_expend_2017,health_expend_2018,health_expend_2019,health_expend_2020,gdp_2013,gdp_2014,gdp_2015,gdp_2016,gdp_2017,gdp_2018,gdp_2019,gdp_2020,gdp_capita_lcu_2013,gdp_capita_lcu_2014,gdp_capita_lcu_2015,gdp_capita_lcu_2016,gdp_capita_lcu_2017,gdp_capita_lcu_2018,gdp_capita_lcu_2019,gdp_capita_lcu_2020,gdp_capita_2013,gdp_capita_2014,gdp_capita_2015,gdp_capita_2016,gdp_capita_2017,gdp_capita_2018,gdp_capita_2019,gdp_capita_2020,gdp_capita_ppp_2013,gdp_capita_ppp_2014,gdp_capita_ppp_2015,gdp_capita_ppp_2016,gdp_capita_ppp_2017,gdp_capita_ppp_2018,gdp_capita_ppp_2019,gdp_capita_ppp_2020,gni_constprice_2013,gni_constprice_2014,gni_constprice_2015,gni_constprice_2016,gni_constprice_2017,gni_constprice_2018,gni_constprice_2019,gni_constprice_2020,gni_2013,gni_2014,gni_2015,gni_2016,gni_2017,gni_2018,gni_2019,gni_2020,gov_consum_gdp_2013,gov_consum_gdp_2014,gov_consum_gdp_2015,gov_consum_gdp_2016,gov_consum_gdp_2017,gov_consum_gdp_2018,gov_consum_gdp_2019,gov_consum_gdp_2020,g_gov_consum_2013,g_gov_consum_2014,g_gov_consum_2015,g_gov_consum_2016,g_gov_consum_2017,g_gov_consum_2018,g_gov_consum_2019,g_gov_consum_2020,gini_2013,gini_2014,gini_2015,gini_2016,gini_2017,gini_2018,gini_2019,gini_2020,gov_exp_edu_2013,gov_exp_edu_2014,gov_exp_edu_2015,gov_exp_edu_2016,gov_exp_edu_2017,gov_exp_edu_2018,gov_exp_edu_2019,gov_exp_edu_2020,hci_2017,hci_2018,hci_2019,hci_2020,share_highest_10_2000,share_highest_10_2001,share_highest_10_2002,share_highest_10_2003,share_highest_10_2004,share_highest_10_2005,share_highest_10_2013,share_highest_10_2014,share_highest_10_2015,share_highest_10_2016,share_highest_10_2017,share_highest_10_2018,share_highest_10_2019,share_highest_10_2020,share_lowest_10_2013,share_lowest_10_2014,share_lowest_10_2015,share_lowest_10_2016,share_lowest_10_2017,share_lowest_10_2018,share_lowest_10_2019,share_lowest_10_2020,gdp_deflator_2015,gdp_deflator_2016,gdp_deflator_2017,gdp_deflator_2018,gdp_deflator_2019,gdp_deflator_2020,inflation_consum_2014,inflation_consum_2015,inflation_consum_2016,inflation_consum_2017,inflation_consum_2018,inflation_consum_2019,inflation_consum_2020,life_expectancy_2013,life_expectancy_2014,life_expectancy_2015,life_expectancy_2016,life_expectancy_2017,life_expectancy_2018,life_expectancy_2019,life_expectancy_2020,milit_expend_gdp_2000,milit_expend_gdp_2001,milit_expend_gdp_2002,milit_expend_gdp_2003,milit_expend_gdp_2004,milit_expend_gdp_2005,milit_expend_gdp_2013,milit_expend_gdp_2014,milit_expend_gdp_2015,milit_expend_gdp_2016,milit_expend_gdp_2017,milit_expend_gdp_2018,milit_expend_gdp_2019,milit_expend_gdp_2020,multi_poverty_2014,multi_poverty_2015,multi_poverty_2016,multi_poverty_2017,multi_poverty_2018,multi_poverty_2019,multi_poverty_2020,populationtotal2000,populationtotal2001,populationtotal2002,populationtotal2003,populationtotal2004,populationtotal2005,populationtotal2013,populationtotal2014,population_2015,populationtotal2016,populationtotal2017,populationtotal2018,populationtotal2019,population_2020,pv_deb_gni_2020,pv_debt_curr_2020,area,imf_credi_2000,imf_credi_2001,imf_credi_2002,imf_credi_2003,imf_credi_2004,imf_credi_2005,imf_credi_2013,imf_credi_2014,imf_credi_2015,imf_credi_2016,imf_credi_2017,imf_credi_2018,imf_credi_2019,imf_credi_2020,n_fdi_2016,n_fdi_2017,n_fdi_2018,n_fdi_2019,n_fdi_2020,g_gdp_2016,g_gdp_2017,g_gdp_2018,g_gdp_2019,g_gdp_2020,gni_capita_atlas_2016,gni_capita_atlas_2017,gni_capita_atlas_2018,gni_capita_atlas_2019,gni_capita_atlas_2020,gni_capita_ppp_2017,gni_capita_ppp_2018,gni_capita_ppp_2019,gni_capita_ppp_2020,total_debt_service_gni_2016,total_debt_service_gni_2017,total_debt_service_gni_2018,total_debt_service_gni_2019,total_debt_service_gni_2020,control_corruption_2011,control_corruption_2012,control_corruption_2013,control_corruption_2014,control_corruption_2015,control_corruption_2016,control_corruption_2017,control_corruption_2018,control_corruption_2019,control_corruption_2020,gov_effectiveness_2011,gov_effectiveness_2012,gov_effectiveness_2013,gov_effectiveness_2014,gov_effectiveness_2015,gov_effectiveness_2016,gov_effectiveness_2017,gov_effectiveness_2018,gov_effectiveness_2019,gov_effectiveness_2020,political_stability_2011,political_stability_2012,political_stability_2013,political_stability_2014,political_stability_2015,political_stability_2016,political_stability_2017,political_stability_2018,political_stability_2019,political_stability_2020,regulatory_quality_2011,regulatory_quality_2012,regulatory_quality_2013,regulatory_quality_2014,regulatory_quality_2015,regulatory_quality_2016,regulatory_quality_2017,regulatory_quality_2018,regulatory_quality_2019,regulatory_quality_2020,rule_of_law_2011,rule_of_law_2012,rule_of_law_2013,rule_of_law_2014,rule_of_law_2015,rule_of_law_2016,rule_of_law_2017,rule_of_law_2018,rule_of_law_2019,rule_of_law_2020,voice_accountability_2011,voice_accountability_2012,voice_accountability_2013,voice_accountability_2014,voice_accountability_2015,voice_accountability_2016,voice_accountability_2017,voice_accountability_2018,voice_accountability_2019,voice_accountability_2020,real_interest_rate_2013,real_interest_rate_2014,real_interest_rate_2015,real_interest_rate_2016,real_interest_rate_2017,real_interest_rate_2018,real_interest_rate_2019,real_interest_rate_2020,e_len_last_const,length_lastconst,col_belgium,col_britain,col_france,col_germany,col_italy,col_netherlands,col_portugal,col_spain,ahdi_1870,ahdi_1880,ahdi_1890,ahdi_1900,ahdi_1913,ahdi_1925,ahdi_1929,ahdi_1933,ahdi_1938,ahdi_1950,ahdi_1955,ahdi_1960,ahdi_1965,ahdi_1970,ahdi_1975,ahdi_1980,ahdi_1985,ahdi_1990,ahdi_1995,ahdi_2000,ahdi_2005,ahdi_2007,ahdi_2010,ahdi_2015,legor_uk,legor_fr,legor_ge,legor_sc,legor_so,num_amendments,num_constitutions,log_gdp_capita_2020,log_gdp_capita_2019,log_gdp_capita_2017,log_gdp_capita_2018,log_gdp_capita_2016,log_gdp_capita_2015,log_average_gdp2015_19,avg_l_gdp_2015_2019,average_pol_stability,average_rule_law,average_voice_accountabi,average_gov_effectiveness,average_regu_qua,log_presentvalue_debt,average_control_corruption,average_goverance,average_net_foreign_inves,average_population,avg_log_gdp_capita,average_military_expend,average_inflation,governance_2020,f_average_governance_2015to2020,constitutional_time_2020,constitutional_time_2015,factor_governance_2015,factor_governance_2020,average_distance_lda,average_distance_tfidf,average_distance_stm,factor_nlp_distances_nouse,factor_a_nlp_distances_nouse,teste_infla_capita,factor_teste_use_consti,constitutional_time_2010,common_law,roman_law
AFG,Afghanistan,1923,1931,.35363039,.30351681,.49020389,.63414848,.055123299,.16696399,.1808095,.35145801,8,.044203799,.061275501,.0068903998,.0226012,.0030658001,.0064055002,.0016865,.0035500999,2.554667,2.182415,.27216369,1.85242,,,,,,,,,,,,,,,,,,,,,,11683362,21248293,27416416,30269883,30597879,32675061,32780042,28700402,.65096343,.5429256,.5291841,.44335809,.47265649,.52267277,.60012817,.64313388,.54922009,1.0844311,,20150000000,20500000000,19130000000,18120000000,18750000000,18050000000,18800000000,20120000000,35290.488,35254.449,35531.199,34562.25,35415.93,35717.559,38631.141,39747.109,624.31543,614.22333,556.0072,512.01282,516.67987,485.6684,494.17941,516.74792,2015.515,2069.4241,2087.3049,1981.118,2058.3999,2082.636,2152.366,2078.6489,,,19310000000,,,,,,20220000000,20490000000,19310000000,18300000000,19000000000,18240000000,19100000000,20300000000,,,,,,,,,,,,,,,,,,,,,,,,,3.4544599,3.69522,3.2558,3.5119801,3.3733101,3.19979,3.2137799,,.389,.39348921,,.40028411,,,,,,,,,,,,,,,,,,,,,,,2.4475629,-2.197526,2.403656,2.0713489,6.5214801,7.8216672,4.673996,-.66170919,4.3838921,4.9759521,.62614918,2.302372,,62.525002,62.966,63.376999,63.763,64.129997,64.486,64.833,65.172997,,,,,2.431258,1.992066,1.07695,1.298013,.9945758,.95677209,.94522679,1.0067461,1.1182311,1.369684,,,.27000001,,,,.26499999,20779957,21606992,22600774,23680871,24726689,25654274,32269592,33370804,34413603,35383028,36296111,37171922,38041757,38928341,9.8498764,2000000000,652860,,,,,,,375600000,334800000,300200000,277000000,284900000,274600000,276900000,628700000,-79585269,-40273161,-80631404,2916492.9,24258330,2.260314,2.6470029,1.1892281,3.911603,-2.3511009,550,530,510,520,500,2090,2100,2190,2100,.3288345,.33493131,.34697881,.29093501,.2259922,-1.579174,-1.419741,-1.43651,-1.354829,-1.342216,-1.526172,-1.515626,-1.487624,-1.400733,-1.475405,-1.448444,-1.360196,-1.3853821,-1.332015,-1.323176,-1.226401,-1.325545,-1.453096,-1.463065,-1.523115,-2.5020599,-2.418561,-2.5193491,-2.411068,-2.5712221,-2.6710539,-2.801084,-2.763864,-2.6555309,-2.7298081,-1.540586,-1.193118,-1.193137,-1.1181819,-.99737108,-1.327688,-1.336691,-1.1332771,-1.12069,-1.378587,-1.896546,-1.6430809,-1.597348,-1.445761,-1.504086,-1.4984781,-1.562423,-1.6640379,-1.713714,-1.8076971,-1.335977,-1.2674299,-1.240068,-1.135445,-1.117563,-1.037838,-.99085408,-1.011603,-1.0067919,-1.083459,9.7844963,14.35169,12.25255,17.583941,12.14118,,,,10141,10227,0,0,0,0,0,0,0,0,,,,,,,,,,.051462799,.0557236,.061458901,.071790896,.084989697,.0741238,.078632101,.089904301,.090208702,.073848598,.071326599,.1270813,.14606179,.1669482,.20486981,0,1,0,0,0,4,7,7.639473,7.6743231,7.629684,7.6413889,7.5914168,7.6436291,7.6360879,7.6360879,-2.698761,-1.625073,-1.041352,-1.385733,-1.215717,21.41641,-1.457963,-1.570766,-34663004,36700000,7.6360879,1.00431,,-1.666345,-1.647514,97,92,-1.5422601,-1.7384731,.31177357,.36495242,.26463142,.98728049,.53983331,,.99954534,87,0,1
ALB,Albania,1925,1928,.51344728,.63634098,.43747339,.78862238,.082878202,.1021031,.52674502,.7516436,3,.1711491,.14582451,.027626101,.17558169,.0065601999,.0081300996,.0010526,.0077489,2.818089,2.4124501,.7783798,3.2962921,79.864418,80.73558,,,,,,952900000000,1023000000000,1146000000000,1189000000000,,,,,16514241,18006135,37376311,41247995,57478154,63286184,196800000,255100000,589300000,274900000,305200000,673500000,368400000,640800000,2.6703529,2.820827,2.665318,2.5777559,2.593617,2.731348,2.803705,2.675072,2.824995,,,12780000000,13230000000,11390000000,11860000000,13020000000,15160000000,15400000000,14890000000,466324.69,482954.19,497901.69,511970.5,539644.38,571010.63,592717.5,569988.38,4413.062,4578.6328,3952.802,4124.0552,4531.02,5287.6641,5395.6602,5246.0962,10570.96,11259.27,11658.91,12078.84,12770.96,13498.12,13998.03,13412.1,11130000000,11240000000,11520000000,11950000000,12240000000,12690000000,12810000000,,13000000000,13350000000,11520000000,12050000000,13050000000,15140000000,15200000000,14640000000,11.02549,11.45187,11.11064,11.26931,11.4984,11.28656,11.34815,12.07134,2.906997,6.3945508,-1.103978,4.6968322,3.1616089,.71359748,2.9147091,1.577422,,34.599998,32.799999,33.700001,33.099998,30.1,30.799999,,3.5393,,3.4379699,3.96209,3.6117201,,3.94576,,.62099999,.62866628,,.63425088,,,25.4,,,24.299999,,25.5,24.799999,25,24.6,22.700001,23.799999,,,2.9000001,3.2,3,3.0999999,3.2,3.4000001,,.56399143,-.63265342,1.451063,1.473058,1.221009,-.44764909,1.625865,3.5012081,-.3673172,2.0605979,2.02806,1.411091,1.620887,77.554001,77.813004,78.025002,78.194,78.333,78.458,78.572998,78.685997,1.2463599,1.309291,1.320035,1.336843,1.381158,1.350005,1.408982,1.346516,1.162304,1.103581,1.108696,1.161266,1.291087,1.535465,,,,,,,,3089027,3060173,3051010,3039616,3026939,3011487,2895092,2889104,2880703,2876101,2873457,2866376,2854191,2837849,37.574982,5500000000,28750,148400000,141600000,144200000,159400000,169100000,158200000,96755520,150900000,243600000,387100000,488800000,470300000,447700000,627000000,-1037000000,-1129000000,-1209000000,-1161000000,-1020000000,3.314981,3.802227,4.0193601,2.11342,-3.9553981,4320,4290,4860,5230,5210,12800,13480,13810,13190,4.8980818,3.9309001,7.1745329,4.272131,7.8518038,-.68298662,-.72649091,-.69843191,-.54816347,-.47903511,-.4051488,-.4207218,-.47863209,-.5330888,-.54019612,-.2082341,-.2678901,-.31714699,-.085934803,.0100208,.0130421,.076848902,.057239901,-.062213201,-.1357432,-.28237939,-.14363161,.091929801,.4859862,.34612909,.3446447,.3784748,.37051561,.1111686,.083936296,.23293599,.1991688,.2097187,.2219903,.1866678,.18902209,.223364,.2541973,.2738677,.2371311,-.45534539,-.5202896,-.51807392,-.33795741,-.3283079,-.32899961,-.4043231,-.4033851,-.41109329,-.35829431,.0623338,.022064099,.048892599,.1437607,.1571486,.17092671,.2037846,.1807338,.1427107,.0873399,9.5103979,6.3245568,7.2724919,7.413723,4.700727,4.3947048,4.9938478,6.5980182,12877,13747,0,0,0,0,0,0,0,0,.031548999,.029441601,.0303501,.032454699,.055314299,.075832903,.083464302,.092284501,.092301197,.1265229,.1340809,.1450278,.15401471,.1748983,.1925751,.2170168,.23754521,.25934479,.3740766,.41891211,.4705624,.49453509,.49800959,.48883161,0,1,0,0,0,16,6,9.503912,9.5466719,9.4549294,9.5103054,9.3992109,9.3638258,9.4549875,9.4549875,.27247819,-.37240061,.1571074,-.0068008001,.227375,22.428011,-.4761371,-.033062998,-1111000000,2864780,9.4549875,1.165387,1.709088,-.1043044,.027509401,95,90,.036944699,-.048680302,.40207502,.4696815,.54938203,1.4134212,1.3996935,2837850.5,1.5860289,85,0,1
DZA,Algeria,1963,1996,.65094721,.65094721,.53683972,.53683972,.13296869,.13296869,.483908,.483908,33,.019725701,.016267899,.0040294002,.0146639,.011033,.0090990001,.0022537,.0082018003,.65094721,.53683972,.13296869,.483908,,,,,,,,,,,,,,,,4271000000,4147000000,3753000000,3825000000,5103000000,5083000000,301300000,238500000,187900000,165900000,166300000,147500000,115500000,98968165,2.76179,2.52882,2.2416711,4.2883029,4.7145429,4.9169998,4.4724488,4.141408,4.0581951,4.0581779,,209800000000,213800000000,166000000000,160000000000,170100000000,174900000000,171800000000,145000000000,436493.41,442625,420677.59,431912,456065.5,482933.69,476181.31,419232.91,5499.5869,5493.0571,4177.8901,3946.4519,4109.6982,4142.019,3989.668,3306.8579,13056.8,13003.27,12015.64,11624.34,11737.4,11909.93,12009.25,11324.24,150500000000,155900000000,161700000000,169100000000,170500000000,170700000000,172400000000,164500000000,205600000000,208900000000,161700000000,158500000000,167600000000,170500000000,167600000000,142100000000,19.135771,19.531019,21.56035,20.88986,18.950411,17.20203,16.88596,20.11282,.80000001,1.1,3.0999999,1.3,2.8,2.3,1.9,-.30000001,,,,,,,,,,,,7.3443599,6.5053802,5.8663502,6.1003599,,.523,.53199393,,.53455639,,,,,,,,,,,,,,,,,,,,,,,-6.4556499,1.5488811,6.390655,6.862936,-.46802491,-5.5084882,2.9169271,4.7844472,6.3976951,5.591116,4.26999,1.951768,2.4151311,75.661003,75.877998,76.089996,76.297997,76.499001,76.693001,76.879997,77.063004,3.4333861,3.8206949,3.700829,3.2512109,3.283885,2.834178,4.8445091,5.5484829,6.2702432,6.3849292,5.9243832,5.467824,6.0210462,6.6599941,,,,,,,,31042238,31451513,31855110,32264159,32692153,33149720,38140135,38923688,39728020,40551398,41389174,42228415,43053054,43851043,.7742939,1100000000,2381740,1886000000,1680000000,1505000000,1179000000,842700000,183900000,1845000000,1736000000,1660000000,1611000000,1706000000,1666000000,1657000000,1726000000,-1592000000,-1239000000,-619900000,-1350000000,-1111000000,3.2,1.3,1.1,1,-5.0999999,4370,3950,3980,4010,3570,11560,11610,11720,11090,.2250551,.1430153,.1273645,.1161954,.1229484,-.54456037,-.50325179,-.47333699,-.59999877,-.64561152,-.67776012,-.60183012,-.65687001,-.62114853,-.64184552,-.56462228,-.53240132,-.53446788,-.47800601,-.50112778,-.53130442,-.59196872,-.52737832,-.51639992,-.52584368,-1.360561,-1.325043,-1.202371,-1.1905349,-1.09016,-1.097526,-.91579908,-.83611959,-1.044343,-.8601653,-1.189574,-1.276868,-1.16597,-1.282962,-1.173605,-1.1718791,-1.1942199,-1.226688,-1.303447,-1.291494,-.80762541,-.77224147,-.6894263,-.77327043,-.86400819,-.85760391,-.86366248,-.74096608,-.81570828,-.78031772,-1.0041209,-.9060266,-.89335322,-.81519812,-.84906518,-.86288929,-.90406609,-1.000405,-1.056199,-1.102139,8.1008635,8.3256054,15.45326,6.3527231,1.512675,1.064039,8.507844,14.29598,10252,10013,0,0,1,0,0,0,0,0,.041522101,.041779701,.047783501,.0540791,.065111801,.067131102,.071937896,.074098803,.078910798,.1007574,.1018043,.089117996,.1123074,.12651861,.1437218,.1783016,.206912,.2464675,.2486532,.27114049,.28501841,.2912803,.30094579,.32660729,0,1,0,0,0,8,2,9.3347006,9.3934326,9.3705359,9.385128,9.3608561,9.3939648,9.3807831,9.3807831,-.97401881,-.82037783,-.96246058,-.53233713,-1.226889,20.818581,-.64084429,-.85948789,-1182000000,41800000,9.3807831,6.0136852,4.235024,-.86696762,-.86909318,57,52,-.86767679,-.86738288,.26841986,.32547361,.241954,-.33004275,.33956182,43851044,-.32630536,47,0,1
AND,Andorra,1993,,0,0,0,0,,0,0,0,29,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.638351,3.3686249,3.73282,4.1172142,4.1824179,4.3348432,4.3563628,4.593791,4.5867019,4.663682,,3194000000,3272000000,2790000000,2897000000,3000000000,3218000000,3155000000,,29770.211,31089.471,32240.199,33855.488,34491.73,35389.441,36533.59,32457.131,39540.73,41303.93,35770.781,37475.641,38964.91,41791.969,40897.328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.50616,3.0742099,3.28035,3.2370701,3.2170899,3.2467201,3.15061,,,,,,,,,,,,,,,,,,,,,,,,,,,,.66058898,.3477954,1.1365089,1.012478,1.374753,1.0580961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65390,67344,70048,73180,76250,78871,80770,79213,77993,77295,76997,77008,77146,77265,,,470,,,,,,,,,,,,,,,,,,-320300000,,3.7096779,.3460719,1.588766,2.015548,-11.95269,,,,,,,,,,,,,,,1.279336,1.267989,1.260759,1.225432,1.218931,1.228804,1.245126,1.239041,1.234696,1.314374,1.504564,1.531209,1.539562,1.71831,1.786852,1.860076,1.9403009,1.943918,1.908389,1.8255939,1.302488,1.290351,1.283926,1.286593,1.391288,1.413419,1.421869,1.417627,1.6022021,1.618512,1.617491,1.568978,1.567499,.88506651,.91294038,.87144291,1.209727,1.193258,1.228282,1.339709,1.407784,1.407694,1.408947,1.64189,1.575856,1.578047,1.605818,1.607841,1.580232,1.698638,1.360453,1.433838,1.406642,1.165939,1.194477,1.176598,1.161647,1.036913,1.110124,1.0890681,,,,,,,,,8453,8740,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,1.477486,1.607739,1.1281379,1.877522,1.125893,,1.246829,1.410601,,77284,,,,1.480983,1.6358711,27,22,1.569489,1.697328,0,0,0,-.77428573,-1.2081571,,-.78734732,17,,
AGO,Angola,1975,2010,.3174434,.3174434,.57162261,.57162261,.3054114,.3054114,.4893184,.4893184,35,.0090698004,.016332099,.0087259999,.0139805,.0067540999,.0121622,.0064980998,.010411,.3174434,.57162261,.3054114,.4893184,,,,,,,,,,,,,,,,1680000000,2209000000,1425000000,1476000000,1868000000,2546000000,4843000000,6783000000,6383000000,9385000000,8150000000,9313000000,10840000000,6886000000,1.465597,1.686635,1.278759,1.6951669,1.3181601,1.234241,1.1975369,1.29187,1.068784,1.044347,,136700000000,145700000000,116200000000,101100000000,122100000000,101400000000,89420000000,58380000000,507192.19,531659.88,500290.5,573791.31,679560.38,831805.31,1025024,1027084,5254.8809,5408.4121,4166.98,3506.073,4095.8101,3289.644,2809.626,1776.167,7682.4761,8179.2979,7337.5698,7103.2271,7310.896,7099.9722,6952.4189,6445.4331,100500000000,107300000000,110300000000,107200000000,105700000000,101600000000,100100000000,95010000000,126800000000,136900000000,110300000000,95850000000,114600000000,93520000000,81900000000,53450000000,21.62195,17.97566,16.432831,13.88068,12.93582,10.47454,10.00412,10.15459,21.38253,-14.13878,-8.7812128,-10.52871,.2740657,-1.708617,-1.599422,-14.09735,,,,,,51.299999,,,3.8720601,2.9305501,3.4869001,2.75494,2.4668801,2.0446999,1.82118,,.361,.36019099,,.36240539,40.200001,,,,,,,,,,,39.599998,,,,,,,,1.3,,,-3.5183859,21.77424,22.61451,29.06595,28.090679,9.3852205,7.2803869,9.1503735,30.695311,29.84359,19.628611,17.081209,,58.054001,58.776001,59.397999,59.924999,60.379002,60.782001,61.146999,61.487,6.3926029,4.524354,2.8699319,3.7614789,3.47118,3.692241,4.4552388,4.6984539,3.1054261,2.733341,2.5079851,1.871776,1.6437401,1.615852,,.264,,,,,,16395477,16945753,17519418,18121477,18758138,19433604,26015786,26941773,27884380,28842482,29816769,30809787,31825299,32866268,82.316879,44000000000,1246700,355700000,343100000,371200000,405700000,424000000,390200000,1479000000,914000000,532100000,395900000,388800000,1374000000,1861000000,2992000000,452500000,8749000000,6462000000,1749000000,1957000000,-2.58005,-.14721289,-2.0036299,-.62464428,-5.3999872,3770,3450,3210,2970,2140,6860,6550,6370,5900,11.43401,7.9797759,11.81126,14.20722,15.82162,-1.344277,-1.26847,-1.309463,-1.443944,-1.395014,-1.439528,-1.410953,-1.139192,-1.054451,-.92709309,-1.153529,-.98969948,-1.22359,-1.124248,-1.000327,-1.03597,-1.026034,-1.045002,-1.11754,-1.181797,-.36923781,-.38932249,-.3912335,-.33323199,-.50089782,-.31589881,-.380449,-.33569181,-.35852501,-.520679,-1.0977761,-.96977812,-1.054224,-.98845887,-.90918553,-1.00138,-1.042228,-.87768263,-.89403749,-.90850168,-1.265322,-1.269484,-1.267944,-1.118245,-1.081989,-1.087554,-1.101168,-1.0483429,-1.054597,-.96317148,-1.125478,-1.076247,-1.113843,-1.145494,-1.177248,-1.1396,-1.097939,-.90630341,-.7835322,-.81062818,12.61073,12.3806,21.14418,-4.9220071,-5.5526962,-6.4997392,-6.8664718,9.3894529,25678,27181,0,0,0,0,0,0,1,0,.019288899,.019342,.019458,.027243899,.027388399,.0273293,.027495099,.027014,.0310042,.035545699,.037707299,.040831599,.0500287,.0576175,.072544202,.081892297,.089598604,.1007639,.1137232,.1207729,.1520479,.1703911,.1897039,.2103994,0,1,0,0,0,4,2,8.7711267,8.8468447,8.8971214,8.8678455,8.8683043,8.9007626,8.8761759,8.8761759,-.40202361,-1.056137,-.98587513,-1.067778,-.93883592,24.50746,-1.227705,-.94639248,3874000000,30300000,8.8761759,2.3724539,,-.88531172,-.97915339,45,40,-1.058341,-.90087289,.28581131,.1587217,.2446592,-.39719906,.10611978,,-.23211995,35,0,1
ATG,Antigua Barbuda,1981,,0,0,0,0,,0,0,0,41,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3466549,2.969373,2.7781031,3.089606,3.474277,3.1565831,2.8605781,2.7378681,2.9141669,2.5964551,,1181000000,1250000000,1337000000,1437000000,1468000000,1606000000,1688000000,1370000000,34858.59,36454.27,38570.391,41036.609,41535.66,45034.898,46916.949,37780.41,12910.59,13501.58,14285.33,15198.74,15383.58,16679.59,17376.65,13992.74,18797.631,19039,18911.311,19920.27,19840.279,21521.881,22774.17,18241.869,,,1252000000,,,,,,1143000000,1189000000,1252000000,1339000000,1389000000,1528000000,1581000000,1346000000,17.172899,16.717051,16.260941,15.7415,16.027229,15.2422,15.09129,19.336109,,,,,,,,,,,,,,,,,,,,2.4308,2.4484799,2.6440799,2.82215,3.32162,,.57821703,,.5957039,,,,,,,,,,,,,,,,,,,,,,,3.017504,1.873672,-.9298622,2.3528161,.208077,1.7449861,1.089442,.96899348,-.48943779,2.432488,1.207158,1.431356,.62598968,76.218002,76.348999,76.483002,76.616997,76.751999,76.885002,77.015999,77.146004,,,,,,,,,,,,,,,,,,,,,,76007,77212,78298,79311,80347,81462,91510,92562,93571,94520,95425,96282,97115,97928,,,440,,,,,,,,,,,,,,,-59449394,-139600000,-205900000,-128300000,-81692111,5.496459,3.1443231,6.8836408,4.862236,-20.192369,13580,14320,15880,16420,13750,18780,20480,21340,17910,,,,,,1.279336,1.267989,1.260759,.6400556,.68992758,.69380391,.24428751,.2775422,.27840689,.27528071,.48681521,.4858532,.490504,-.069620699,.2271785,.26522371,.0113757,-.0082157003,-.0041234,-.149707,.95758832,.97578812,.95886338,.98455071,1.004725,.87860721,.74804503,.84085691,.95355523,.93389332,.63573658,.60438228,.60655117,.53296661,.37407821,.34146121,.25308761,.41393119,.48542961,.51256591,.94943959,.95149893,.83772367,-.1772965,.58978111,.50882143,.44580829,.4153409,.40523419,.4520202,.51117468,.64005703,.61895567,.55871081,.59499282,.6336627,.60857952,.57006472,.73324227,.74485582,11.00305,8.0072746,6.6178851,7.5596852,10.33597,6.4714541,8.3858032,5.836997,35226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,,1,9.8114748,10.03338,9.8954697,9.9768257,9.8994932,9.8475151,9.9305372,9.9305372,.89328039,.46950099,.64756632,.0569553,.396759,,.4098748,.47898951,-123000000,95806.844,9.9305372,,1.029425,.46148479,.59341258,39,34,.70559669,.56425321,0,0,0,-.77428573,-1.2081571,97928.625,-.78734732,29,1,0
